School Name,u_school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9th,10th,11th,12th,demo_pct_American Indian,demo_pct_Asian,demo_pct_Black,demo_pct_Hispanic,demo_pct_Pacific Islander,demo_pct_White,demo_pct_Two_or_More,Male,Female,HS_ENROLL,Coed,Relig,Community_Type,Charter,Magnet,Relig_subtype,Title 1 School,Title 1 School Wide,type,Street Address,City,State,ZIP,PSS_COUNTY_NO,County FIPS,Locale,County Name
Saranac JrSr High School,2.63E+11,Saranac Community Schools,2630930,423,20.86,20.28,115,6,121,72,81,53,76,0,0.002364066,0.009456265,0.052009456,0,0.912529551,0.023640662,0.531914894,0.468085106,206,Yes,None,Rural,No,Yes,No,Yes,No,public,150 PLEASANT ST,SARANAC,MI,48881,,,Rural: Distant,
Satterlee School,2.62E+11,Greenville Public Schools,2617160,37,1,37,30,0,30,1,10,8,18,0,0,0.027027027,0.135135135,0,0.810810811,0.027027027,0.594594595,0.405405405,19,Yes,None,Rural,No,No,No,Yes,Yes,public,8153 Satterlee Road,Greenville,MI,48838,,,Rural: Fringe,
Saugatuck High School,2.63E+11,Saugatuck Public Schools,2630960,289,14.95,19.33,78,11,89,76,64,58,91,0.003460208,0.027681661,0.003460208,0.089965398,0,0.858131488,0.017301038,0.546712803,0.453287197,198,Yes,None,Town,No,No,No,Yes,No,public,401 ELIZABETH ST,SAUGATUCK,MI,49453,,,Town: Fringe,
Sault Area High School,2.63E+11,Sault STE. Marie Area Schools,2630990,758,27.85,27.22,235,21,256,219,194,173,168,0.401055409,0.006596306,0.01055409,0.009234828,0.003957784,0.563324538,0.005277045,0.529023747,0.470976253,586,Yes,None,Rural,No,Yes,No,No,†,public,904 MARQUETTE AVE,SAULT SAINTE MARIE,MI,49783,,,Rural: Fringe,
Schoolcraft High School,2.63E+11,Schoolcraft Community Schools,2631020,478,24.63,19.41,102,22,124,77,93,67,86,0.00209205,0.0041841,0.0041841,0.031380753,0,0.928870293,0.029288703,0.529288703,0.470711297,237,Yes,None,Suburban,No,No,No,No,†,public,511 EAST LYONS ST,SCHOOLCRAFT,MI,49087,,,Suburb: Midsize,
SER Metro YouthBuild Learning Academy,2.60E+11,Detroit Public Schools Community District,2601103,116,0,†,92,1,93,40,21,26,29,0.00862069,0,0.75862069,0.155172414,0,0.077586207,0,0.637931034,0.362068966,87,Yes,None,City,No,No,No,No,†,public,5200 STECKER ST,DEARBORN,MI,48126,,,City: Midsize,
Shawono Center,2.60E+11,Michigan Department Of Human Services,2600004,27,0,†,12,0,12,4,3,13,,0,0,0.333333333,0.037037037,0,0.62962963,0,1,0,20,Yes,None,Rural,No,No,No,No,†,public,10 NORTH HOWES LAKE RD,GRAYLING,MI,49738,,,Rural: Distant,
Shelby High School,2.63E+11,Shelby Public Schools,2631320,378,25.96,14.56,211,29,240,88,95,89,106,0.007936508,0,0.021164021,0.433862434,0,0.531746032,0.005291005,0.529100529,0.470899471,272,Yes,None,Rural,No,No,No,Yes,Yes,public,641 NORTH STATE ST,SHELBY,MI,49455,,,Rural: Distant,
Shepherd High School,2.63E+11,Shepherd Public Schools,2631380,509,22.75,22.37,186,27,213,134,139,112,124,0.037328094,0.001964637,0.001964637,0.031434185,0.001964637,0.907662083,0.017681729,0.491159136,0.508840864,385,Yes,None,Rural,No,No,No,No,†,public,321 SOUTH 4TH ST,SHEPHERD,MI,48883,,,Rural: Distant,
Skyline High School,2.60E+11,Ann Arbor Public Schools,2602820,1323,78.22,16.91,243,8,251,315,352,347,309,0.000755858,0.108843537,0.117157974,0.090702948,0.000755858,0.584278156,0.097505669,0.520030234,0.479969766,1014,Yes,None,City,No,Yes,No,No,†,public,2552 NORTH MAPLE RD,ANN ARBOR,MI,48103,,,City: Midsize,
SOAR Academic Institute,2.63E+11,South Redford School District,2632280,169,5.75,29.39,97,2,99,19,22,27,,0,0.01183432,0.674556213,0.01183432,0,0.24852071,0.053254438,0.656804734,0.343195266,68,Yes,None,Suburban,No,No,No,No,†,public,26141 Schoolcraft,Redford,MI,48239,,,Suburb: Large,
South Haven High School,2.63E+11,South Haven Public Schools,2632300,568,30.9,18.38,293,28,321,184,135,140,109,0.003521127,0.008802817,0.112676056,0.197183099,0,0.593309859,0.084507042,0.475352113,0.524647887,459,Yes,None,Town,No,No,No,No,†,public,600 ELKENBURG ST,SOUTH HAVEN,MI,49090,,,Town: Distant,
South Lake High School,2.63E+11,South Lake Schools,2632220,515,26.12,19.72,289,30,319,140,131,138,106,0,0.009708738,0.732038835,0.029126214,0,0.178640777,0.050485437,0.466019417,0.533980583,409,Yes,None,Suburban,No,No,No,No,†,public,21900 EAST 9 MILE RD,SAINT CLAIR SHORES,MI,48080,,,Suburb: Large,
South Lyon East High School,2.63E+11,South Lyon Community Schools,2632250,1188,55.35,21.46,201,18,219,331,282,289,286,0.000841751,0.056397306,0.054713805,0.064814815,0,0.784511785,0.038720539,0.475589226,0.524410774,902,Yes,None,Rural,No,No,No,Yes,No,public,52200 10 MILE RD,SOUTH LYON,MI,48178,,,Rural: Fringe,
South Lyon High School,2.63E+11,South Lyon Community Schools,2632250,1326,68.14,19.46,188,21,209,309,345,319,339,0,0.034690799,0.018853695,0.044494721,0,0.883107089,0.018853695,0.495475113,0.504524887,973,Yes,None,Suburban,No,No,No,No,†,public,1000 NORTH LAFAYETTE ST,SOUTH LYON,MI,48178,,,Suburb: Midsize,
Southeast Career Pathways,2.62E+11,Grand Rapids Public Schools,2616440,103,4,25.75,91,4,95,1,3,19,80,0.019417476,0,0.553398058,0.262135922,0,0.077669903,0.087378641,0.699029126,0.300970874,23,Yes,None,City,No,No,No,Yes,Yes,public,1356 JEFFERSON AVE SE,GRAND RAPIDS,MI,49507,,,City: Midsize,
Southeastern High School,2.60E+11,Detroit Public Schools Community District,2601103,556,27.4,20.29,452,8,460,202,200,88,66,0,0.001798561,0.987410072,0,0,0.008992806,0.001798561,0.535971223,0.464028777,490,Yes,None,City,No,Yes,No,Yes,Yes,public,3030 Fairview Street,Detroit,MI,48214,,,City: Large,
Southfield High School for the Arts and Technology,2.63E+11,Southfield Public School District,2632310,1212,69.64,17.4,676,57,733,315,330,293,274,0.001650165,0.008250825,0.938943894,0.017326733,0.001650165,0.020627063,0.011551155,0.528877888,0.471122112,938,Yes,None,City,No,Yes,No,Yes,Yes,public,24661 LAHSER RD,SOUTHFIELD,MI,48033,,,City: Small,
Southfield Regional Academic Campus,2.63E+11,Southfield Public School District,2632310,117,11.6,10.09,77,6,83,1,7,43,66,0,0,0.957264957,0.025641026,0,0.008547009,0.008547009,0.641025641,0.358974359,51,Yes,None,City,No,Yes,No,Yes,Yes,public,21705 EVERGREEN RD,SOUTHFIELD,MI,48075,,,City: Small,
Southgate Anderson High School,2.63E+11,Southgate Community School District,2632340,1029,48.1,21.39,456,34,490,299,221,223,284,0.001943635,0.008746356,0.091350826,0.129251701,0.000971817,0.734693878,0.033041788,0.505344995,0.494655005,743,Yes,None,Suburban,No,No,No,No,†,public,15475 LEROY ST,SOUTHGATE,MI,48195,,,Suburb: Large,
Southside Special Educ School,2.63E+11,Niles Community Schools,2625560,38,6,6.33,20,2,22,8,,,,0,0,0.026315789,0.052631579,0,0.815789474,0.105263158,0.657894737,0.342105263,8,Yes,None,City,No,No,No,No,†,public,1450 SILVERBROOK AVE,NILES,MI,49120,,,City: Small,
Southwest MiddleHigh Academia Bilingue,2.62E+11,Grand Rapids Public Schools,2616440,260,13,20,221,12,233,62,61,0,0,0,0,0.069230769,0.911538462,0,0.007692308,0.011538462,0.507692308,0.492307692,123,Yes,None,City,No,No,No,Yes,Yes,public,327 RUMSEY ST SW,GRAND RAPIDS,MI,49503,,,City: Midsize,
Southwestern Classical Academy,2.61E+11,Flint School District Of The City Of,2614520,533,29.4,18.13,491,8,499,282,145,53,53,0,0.001876173,0.806754221,0.028142589,0.001876173,0.12945591,0.031894934,0.572232645,0.427767355,480,Yes,None,City,No,Yes,No,Yes,Yes,public,1420 WEST 12TH ST,FLINT,MI,48507,,,City: Small,
Sparta Senior High School,2.63E+11,Sparta Area Schools,2632370,851,40.08,21.23,296,36,332,251,192,213,195,0.008225617,0.007050529,0.011750881,0.122209166,0,0.833137485,0.017626322,0.535840188,0.464159812,656,Yes,None,Rural,No,No,No,No,†,public,475 WEST SPARTAN DR,SPARTA,MI,49345,,,Rural: Fringe,
Spring Lake Alternative Education,2.63E+11,Spring Lake Public Schools,2632550,35,1.6,21.88,19,0,19,0,8,8,19,0.028571429,0.028571429,0.057142857,0.057142857,0,0.771428571,0.057142857,0.428571429,0.571428571,16,Yes,None,Rural,No,No,No,Yes,Yes,public,14707 LEONARD RD,SPRING LAKE,MI,49456,,,Rural: Fringe,
Spring Lake High School,2.63E+11,Spring Lake Public Schools,2632550,831,40,20.78,100,22,122,226,212,184,209,0.001203369,0.024067389,0.018050542,0.025270758,0.002406739,0.913357401,0.015643803,0.48977136,0.51022864,622,Yes,None,Rural,No,No,No,No,†,public,16140 148TH AVE,SPRING LAKE,MI,49456,,,Rural: Fringe,
Springport High School,2.63E+11,Springport Public Schools,2632610,307,16.2,18.95,157,17,174,81,69,74,83,0.009771987,0,0.003257329,0.029315961,0.003257329,0.905537459,0.048859935,0.475570033,0.524429967,224,Yes,None,Rural,No,No,No,Yes,Yes,public,300 WEST MAIN ST,SPRINGPORT,MI,49284,,,Rural: Distant,
St Charles Community MiddleHigh School,2.63E+11,ST. Charles Community Schools,2632640,342,21.61,15.83,137,7,144,76,54,61,40,0.002923977,0,0.002923977,0.067251462,0,0.906432749,0.020467836,0.529239766,0.470760234,191,Yes,None,Rural,No,No,No,Yes,No,public,881 WEST WALNUT ST,SAINT CHARLES,MI,48655,,,Rural: Distant,
St Clair County Intervention Academy,2.60E+11,ST. Clair County Intervention Academy,2600316,48,4.2,11.43,48,0,48,9,10,5,,0,0,0.229166667,0.083333333,0,0.666666667,0.020833333,0.729166667,0.270833333,24,Yes,None,Suburban,Yes,No,Yes,Yes,Yes,public,1170 MICHIGAN RD,PORT HURON,MI,48060,,,Suburb: Small,
St Clair High School,2.61E+11,East China School District,2612420,746,35.43,21.06,169,9,178,180,195,191,180,0,0.021447721,0.008042895,0.016085791,0,0.946380697,0.008042895,0.502680965,0.497319035,566,Yes,None,Suburban,No,Yes,No,No,†,public,2200 CLINTON AVE,SAINT CLAIR,MI,48079,,,Suburb: Small,
St Ignace Juvenile Detention Facility,2.60E+11,ST. Ignace Area Schools,2600012,6,1.17,5.13,‡,‡,‡,2,,,,0.333333333,0,0.166666667,0,0,0.5,0,0.5,0.5,2,Yes,None,Rural,No,No,No,No,†,public,W429 PORTAGE ST,SAINT IGNACE,MI,49781,,,Rural: Fringe,
St Johns High School,2.63E+11,ST. Johns Public Schools,2632820,935,46.53,20.09,188,24,212,256,244,215,220,0.00855615,0.004278075,0.00855615,0.07486631,0,0.867379679,0.036363636,0.497326203,0.502673797,715,Yes,None,Town,No,No,No,No,†,public,501 W SICKELS STREET,SAINT JOHNS,MI,48879,,,Town: Fringe,
St Joseph High School,2.63E+11,ST. Joseph Public Schools,2632850,1034,63.35,16.32,187,20,207,238,269,246,281,0.003868472,0.045454545,0.089941973,0.046421663,0.000967118,0.777562863,0.035783366,0.510638298,0.489361702,753,Yes,None,Suburban,No,No,No,No,†,public,2521 STADIUM DR,SAINT JOSEPH,MI,49085,,,Suburb: Small,
St Louis High School,2.63E+11,ST. Louis Public Schools,2632880,321,16.1,19.94,160,4,164,70,97,85,69,0.003115265,0,0.034267913,0.109034268,0,0.84423676,0.009345794,0.510903427,0.489096573,252,Yes,None,Town,No,No,No,Yes,Yes,public,113 EAST SAGINAW ST,SAINT LOUIS,MI,48880,,,Town: Distant,
StandishSterling Central JrSr High School,2.63E+11,Standish-sterling Community Schools,2632940,692,34.83,19.87,308,42,350,128,125,115,105,0.00867052,0.007225434,0.002890173,0.018786127,0,0.955202312,0.007225434,0.50433526,0.49566474,368,Yes,None,Rural,No,No,No,Yes,Yes,public,2401 GROVE STREET RD,STANDISH,MI,48658,,,Rural: Distant,
Starkweather Academy Fiegel,2.63E+11,Plymouth-canton Community Schools,2628560,157,14.4,10.9,67,5,72,0,65,33,59,0.01910828,0.044585987,0.184713376,0.050955414,0,0.630573248,0.070063694,0.560509554,0.439490446,98,Yes,None,Suburban,No,No,No,Yes,Yes,public,39750 JOY RD,PLYMOUTH,MI,48170,,,Suburb: Large,
Sterling Heights Senior HS,2.64E+11,Warren Consolidated Schools,2635190,1444,66.1,21.85,973,89,"1,062",357,371,376,340,0.001385042,0.119113573,0.103185596,0.020083102,0.000692521,0.727839335,0.027700831,0.510387812,0.489612188,1104,Yes,None,Suburban,No,No,No,Yes,Yes,public,12901 15 MILE RD,STERLING HEIGHTS,MI,48312,,,Suburb: Large,
Stevenson High School,2.62E+11,Livonia Public Schools School District,2621840,1627,76.6,21.24,274,25,299,403,402,393,429,0.002458513,0.032575292,0.048555624,0.067609096,0,0.809465274,0.039336202,0.499692686,0.500307314,1198,Yes,None,City,No,No,No,No,†,public,33500 6 MILE RD,LIVONIA,MI,48152,,,City: Small,
Stockbridge JrSr High School,2.63E+11,Stockbridge Community Schools,2633030,591,31.33,18.86,190,28,218,87,102,102,113,0,0.001692047,0.016920474,0.050761421,0,0.922165821,0.008460237,0.543147208,0.456852792,291,Yes,None,Rural,No,Yes,No,No,†,public,416 NORTH CLINTON ST,STOCKBRIDGE,MI,49285,,,Rural: Distant,
Stoney Creek High School,2.63E+11,Rochester Community School District,2629940,1496,71.25,21,192,5,197,377,396,363,360,0.004010695,0.070855615,0.016042781,0.068850267,0.001336898,0.808823529,0.030080214,0.502673797,0.497326203,1136,Yes,None,Suburban,No,No,No,Yes,No,public,6755 Sheldon Rd,ROCHESTER HILLS,MI,48306,,,Suburb: Large,
STRIVE Academy,2.63E+11,ST. Johns Public Schools,2632820,39,1.5,26,23,1,24,0,14,10,15,0,0.025641026,0,0.153846154,0,0.820512821,0,0.615384615,0.384615385,24,Yes,None,Town,No,No,No,Yes,Yes,public,1013 S US HIGHWAY 27,SAINT JOHNS,MI,48879,,,Town: Fringe,
Sturgis High School,2.63E+11,Sturgis Public Schools,2633090,977,44,22.2,547,54,601,237,261,242,237,0,0.01432958,0.022517912,0.381780962,0,0.553735926,0.027635619,0.494370522,0.505629478,740,Yes,None,Town,No,No,No,Yes,Yes,public,216 VINEWOOD AVE,STURGIS,MI,49091,,,Town: Distant,
Success Academy,2.63E+11,Van Dyke Public Schools,2634680,64,4.25,15.06,61,1,62,6,15,13,,0,0.015625,0.5625,0.015625,0,0.34375,0.0625,0.53125,0.46875,34,Yes,None,City,No,No,No,Yes,Yes,public,23500 MAC ARTHUR BLVD,WARREN,MI,48089,,,City: Midsize,
Success Virtual Learning Centers of Michigan,2.60E+11,Success Virtual Learning Centers Of Michigan,2601104,1658,23,72.09,"1,248",23,"1,271",520,431,469,238,0.007840772,0.00482509,0.255729795,0.180337756,0.001809409,0.446924005,0.102533172,0.460193004,0.539806996,1420,Yes,None,Rural,Yes,No,Yes,Yes,Yes,public,7188 Avenue B,Vestaburg,MI,48891,,,Rural: Remote,
Summerfield JuniorSenior High School,2.63E+11,Summerfield Schools,2633120,266,15.05,17.67,52,9,61,41,40,48,41,0,0,0.011278195,0.04887218,0,0.932330827,0.007518797,0.481203008,0.518796992,129,Yes,None,Rural,No,No,No,Yes,No,public,17555 IDA WEST RD,PETERSBURG,MI,49270,,,Rural: Distant,
Summit Academy North High School,2.60E+11,Summit Academy North,2600225,622,29.35,21.19,328,11,339,148,174,153,147,0.001607717,0.020900322,0.524115756,0.077170418,0,0.348874598,0.02733119,0.525723473,0.474276527,475,Yes,None,Rural,Yes,No,Yes,Yes,Yes,public,18601 MIDDLEBELT RD,ROMULUS,MI,48174,,,Rural: Fringe,
Sunrise Academy,2.61E+11,Elk Rapids Schools,2613050,20,0.9,22.22,13,1,14,0,6,4,10,0.05,0,0,0,0,0.9,0.05,0.4,0.6,10,Yes,None,Rural,No,No,No,Yes,Yes,public,308 MEGUZEE PT,ELK RAPIDS,MI,49629,,,Rural: Distant,
Suttons Bay Senior High School,2.63E+11,Suttons Bay Public Schools,2633360,158,7.78,20.31,72,10,82,41,39,39,39,0.151898734,0.018987342,0,0.215189873,0,0.563291139,0.050632911,0.462025316,0.537974684,119,Yes,None,Rural,No,No,No,Yes,Yes,public,310 Elm Street,Suttons Bay,MI,49682,,,Rural: Distant,
Swan Valley Adult and Alternative Education,2.63E+11,Swan Valley School District,2633410,28,0.25,112,14,0,14,0,0,11,17,0,0,0.035714286,0.285714286,0,0.607142857,0.071428571,0.571428571,0.428571429,11,Yes,None,Suburban,No,No,No,Yes,Yes,public,8400 OHERN RD,SAGINAW,MI,48609,,,Suburb: Midsize,
Swan Valley High School,2.63E+11,Swan Valley School District,2633410,538,30.35,17.73,137,4,141,132,149,139,114,0.001858736,0.005576208,0.026022305,0.165427509,0,0.765799257,0.035315985,0.57063197,0.42936803,420,Yes,None,Suburban,No,No,No,No,†,public,8400 OHERN RD,SAGINAW,MI,48609,,,Suburb: Midsize,
Swartz Creek High School,2.63E+11,Swartz Creek Community Schools,2633420,1052,47.34,22.22,390,34,424,313,261,241,237,0.002851711,0.008555133,0.092205323,0.057984791,0,0.781368821,0.057034221,0.515209125,0.484790875,815,Yes,None,Suburban,No,No,No,No,†,public,1 DRAGON DR,SWARTZ CREEK,MI,48473,,,Suburb: Large,
Tawas Area High School,2.63E+11,Tawas Area Schools,2633510,380,20.03,18.97,150,8,158,94,88,94,104,0.002631579,0.031578947,0.010526316,0.034210526,0,0.878947368,0.042105263,0.486842105,0.513157895,276,Yes,None,Rural,No,No,No,No,†,public,255 WEST M 55,TAWAS CITY,MI,48763,,,Rural: Fringe,
Taylor High School,2.63E+11,Taylor School District,2633540,1286,73.33,17.54,830,37,867,512,295,240,239,0.00155521,0.014774495,0.291601866,0.097978227,0,0.527216174,0.066874028,0.50777605,0.49222395,1047,Yes,None,City,No,No,No,Yes,Yes,public,11211 BEECH DALY RD,TAYLOR,MI,48180,,,City: Small,
Taylor Preparatory High School,2.60E+11,Taylor Preparatory High School,2601061,416,22.63,18.38,267,24,291,142,126,74,74,0.004807692,0.014423077,0.512019231,0.120192308,0.002403846,0.283653846,0.0625,0.451923077,0.548076923,342,Yes,None,City,Yes,No,Yes,Yes,Yes,public,9540 TELEGRAPH RD,TAYLOR,MI,48180,,,City: Small,
Taylor Virtual Learning Academy,2.63E+11,Taylor School District,2633540,584,0,†,390,15,405,131,103,91,,0.006849315,0.010273973,0.318493151,0.099315068,0,0.505136986,0.059931507,0.539383562,0.460616438,325,Yes,None,City,No,No,No,Yes,Yes,public,9551 WESTLAKE ST,TAYLOR,MI,48180,,,City: Small,
Tecumseh High School,2.63E+11,Tecumseh Public Schools,2633720,751,37.5,20.03,155,35,190,219,176,214,142,0.003994674,0.005326232,0.003994674,0.067909454,0,0.90412783,0.014647137,0.490013316,0.509986684,609,Yes,None,Town,No,No,No,No,†,public,760 BROWN ST,TECUMSEH,MI,49286,,,Town: Distant,
The Early College Lansing Community College,2.68E+11,Ingham Isd,2680520,98,0,†,24,1,25,,0,4,94,0,0.081632653,0.112244898,0.112244898,0,0.591836735,0.102040816,0.316326531,0.683673469,4,Yes,None,City,No,No,No,No,†,public,2630 WEST HOWELL RD,MASON,MI,48854,,,City: Midsize,
The Greenspire School,2.60E+11,The Greenspire School,2600983,61,3.5,17.43,20,1,21,43,18,0,0,0.016393443,0.016393443,0.049180328,0.06557377,0,0.852459016,0,0.459016393,0.540983607,61,Yes,None,Town,Yes,No,Yes,Yes,No,public,2200 Dendrinos Drive,Traverse City,MI,49684,,,Town: Remote,
The Learning CoOp,2.62E+11,MT. Morris Consolidated Schools,2624720,5,1,5,‡,‡,‡,3,1,0,,0,0,0.6,0,0,0.4,0,0.8,0.2,4,Yes,None,City,No,No,No,Yes,Yes,public,1309 N BALLENGER HWY,FLINT,MI,48504,,,City: Small,
The LINK A Pathway to Success,2.63E+11,Pinckney Community Schools,2628140,38,0.17,223.53,17,0,17,0,2,11,25,0,0,0.026315789,0.026315789,0,0.894736842,0.052631579,0.578947368,0.421052632,13,Yes,None,Suburban,No,Yes,No,Yes,Yes,public,2130 E M 36,PINCKNEY,MI,48169,,,Suburb: Midsize,
The School at Marygrove,2.60E+11,Detroit Public Schools Community District,2601103,284,18,15.78,166,7,173,99,88,97,0,0.003521127,0,0.971830986,0.003521127,0,0.01056338,0.01056338,0.422535211,0.577464789,284,Yes,None,City,No,No,No,Yes,Yes,public,8425 W MCNICHOLS RD,DETROIT,MI,48221,,,City: Large,
The SER Learning Academy East,2.60E+11,Detroit Public Schools Community District,2601103,57,0,†,48,1,49,24,12,12,9,0,0,1,0,0,0,0,0.596491228,0.403508772,48,Yes,None,City,No,No,No,No,†,public,5555 CONNER ST STE 2716,DETROIT,MI,48213,,,City: Large,
The Success Academy,2.63E+11,Saginaw School District Of The City Of,2630390,102,6,17,87,3,90,19,21,33,,0,0.009803922,0.794117647,0.12745098,0,0.058823529,0.009803922,0.607843137,0.392156863,73,Yes,None,Suburban,No,No,No,Yes,Yes,public,1925 S OUTER DR,SAGINAW,MI,48601,,,Suburb: Midsize,
Thornapple Kellogg High School,2.63E+11,Thornapple Kellogg School District,2633810,974,49.2,19.8,262,46,308,238,249,231,256,0.002053388,0.014373717,0.009240246,0.055441478,0,0.889117043,0.029774127,0.530800821,0.469199179,718,Yes,None,Rural,No,Yes,No,No,†,public,3885 BENDER RD,MIDDLEVILLE,MI,49333,,,Rural: Fringe,
Three Rivers High School,2.63E+11,Three Rivers Community Schools,2633840,684,36.1,18.95,267,27,294,232,177,143,130,0.001461988,0.005847953,0.05994152,0.08625731,0.001461988,0.75877193,0.08625731,0.513157895,0.486842105,552,Yes,None,Town,No,No,No,No,†,public,700 6TH AVE,THREE RIVERS,MI,49093,,,Town: Fringe,
Tier III Intervention Academy,2.63E+11,Pontiac City School District,2628740,10,0,†,7,0,7,0,0,2,8,0,0,0.2,0.7,0,0.1,0,0.4,0.6,2,Yes,None,City,No,No,No,No,†,public,1051 Arlene,Pontiac,MI,48340,,,City: Small,
Traverse City High School,2.63E+11,Traverse City Area Public Schools,2633870,156,7.45,20.94,104,5,109,1,22,39,94,0.057692308,0,0.025641026,0.08974359,0,0.762820513,0.064102564,0.461538462,0.538461538,62,Yes,None,Rural,No,No,No,Yes,Yes,public,3962 3 MILE RD N,TRAVERSE CITY,MI,49686,,,Rural: Fringe,
Trenton High School,2.63E+11,Trenton Public Schools,2633900,887,40.64,21.83,245,22,267,246,207,217,216,0.003382187,0.014656144,0.019165727,0.067643743,0,0.864712514,0.030439684,0.547914318,0.452085682,670,Yes,None,Suburban,No,No,No,No,†,public,2601 CHARLTON RD,TRENTON,MI,48183,,,Suburb: Large,
Tri County Educational Center,2.61E+11,Ferndale Public Schools,2614280,363,8.96,40.51,301,9,310,13,31,57,262,0,0.002754821,0.889807163,0.016528926,0.002754821,0.063360882,0.024793388,0.550964187,0.449035813,101,Yes,None,Suburban,No,No,No,Yes,Yes,public,21131 GARDEN LN,FERNDALE,MI,48220,,,Suburb: Large,
Tri County Senior High School,2.63E+11,Tri County Area Schools,2633930,583,32.25,18.08,235,18,253,141,154,137,151,0.003430532,0.001715266,0.010291595,0.065180103,0,0.881646655,0.037735849,0.48542024,0.51457976,432,Yes,None,Rural,No,No,No,No,†,public,21338 KENDAVILLE RD,HOWARD CITY,MI,49329,,,Rural: Distant,
Troy High School,2.63E+11,Troy School District,2634260,2098,116.7,17.98,220,30,250,550,515,516,517,0.000953289,0.432793136,0.043374643,0.043851287,0.000476644,0.437082936,0.041468065,0.493326978,0.506673022,1581,Yes,None,City,No,No,No,No,†,public,4777 Northfield Parkway,Troy,MI,48098,,,City: Small,
