teamName,teamId,season_year,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_W,playoff_opponents,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_opponents,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_opponents,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_opponents,away_win_pct,away_run_diff_total,away_run_diff_mean
Detroit Renaissance,2515454,2021,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,[2515327.0],0.0,-15.0,-15.0,1,19.0,19.0,19.0,1,12.0,12.0,12.0,0.0,16.0,1.0,"[2515091.0, 2515091.0, 2515192.0, 2515409.0, 2515342.0, 2515405.0, 2515511.0, 2515511.0, 2515409.0, 2515516.0, 2515518.0, 2515409.0, 2515518.0, 2515518.0, 2515031.0, 2515405.0, 2515159.0]",1.0,7.0,7.0,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,"[2515192.0, 2515409.0]",,0.0,,1.0,19.0,19.0,19.0,1.0,12.0,12.0,12.0,0.0,14.0,1.0,"[2515091.0, 2515091.0, 2515409.0, 2515342.0, 2515405.0, 2515511.0, 2515511.0, 2515516.0, 2515518.0, 2515409.0, 2515518.0, 2515518.0, 2515031.0, 2515405.0, 2515159.0]",1.0,7.0,7.0
Detroit U-D Jesuit,2515327,2021,5,7.8,7.0,39.0,5,2.4,3.0,12.0,1.0,4.0,"[2000109.0, 2515454.0, 2515293.0, 2515518.0, 2515249.0]",0.8,27.0,5.4,12,3.6666666666666665,2.0,44.0,12,6.166666666666667,1.5,74.0,5.0,23.0,7.0,"[2515433.0, 2515433.0, 2515258.0, 2515253.0, 2515253.0, 2515279.0, 2515177.0, 2515177.0, 2515387.0, 2515387.0, 2515360.0, 2515360.0, 2515249.0, 2515249.0, nan, 2515433.0, 2515433.0, 2515253.0, 2515253.0, 2515387.0, 2515387.0, 2515360.0, 2515360.0, 2515249.0, 2515249.0, 2515282.0, 2515518.0, 2515249.0, 2516867.0, 2515345.0, 2515499.0, 2515496.0, 2515041.0, 2515171.0, 2515395.0]",0.5833333333333334,-30.0,-2.5000000000000004,6.0,3.1666666666666665,2.0,19.0,6.0,6.5,4.0,39.0,3.0,8.0,3.0,"[2515433.0, 2515433.0, 2515360.0, 2515360.0, nan, 2515253.0, 2515253.0, 2515387.0, 2515387.0, 2515249.0, 2515249.0, 2515518.0, 2516867.0, 2515496.0]",0.5,-20.0,-3.3333333333333335,6.0,4.166666666666667,4.5,25.0,6.0,5.833333333333333,1.0,35.0,2.0,15.0,4.0,"[2515258.0, 2515253.0, 2515253.0, 2515279.0, 2515177.0, 2515177.0, 2515387.0, 2515387.0, 2515249.0, 2515249.0, 2515433.0, 2515433.0, 2515360.0, 2515360.0, 2515282.0, 2515249.0, 2515345.0, 2515499.0, 2515041.0, 2515171.0, 2515395.0]",0.6666666666666666,-10.0,-1.666666666666666
Detroit Western,2515518,2021,4,10.75,14.0,43.0,4,0.5,0.0,2.0,1.0,3.0,"[2515466.0, 2515405.0, 2515385.0, 2515327.0]",0.75,41.0,10.25,5,5.6,4.0,28.0,5,4.2,3.0,21.0,2.0,38.0,3.0,"[2515596.0, 2515596.0, 2515258.0, 2515258.0, 2515049.0, 2515303.0, 2515303.0, 2515481.0, 2515596.0, 2515334.0, 2515334.0, 2515272.0, 2515409.0, 2515405.0, 2515409.0, 2515279.0, 2515387.0, 2515297.0, 2515485.0, 2515192.0, 2515297.0, 2515297.0, 2515342.0, 2515333.0, 2515359.0, 2515454.0, 2515192.0, 2515454.0, 2515409.0, 2515360.0, 2515327.0, 2515192.0, 2515047.0, 2515454.0, 2515509.0, 2515456.0, 2515456.0, 2515405.0, 2515451.0, 2515258.0, 2515177.0, 2515253.0, 2515417.0]",0.6,7.0,1.3999999999999995,2.0,10.0,10.0,20.0,2.0,2.5,2.5,5.0,0.0,15.0,2.0,"[2515303.0, 2515303.0, 2515409.0, 2515405.0, 2515485.0, 2515333.0, 2515359.0, 2515454.0, 2515192.0, 2515454.0, 2515409.0, 2515360.0, 2515047.0, 2515454.0, 2515456.0, 2515456.0, 2515405.0]",1.0,15.0,7.5,3.0,2.6666666666666665,3.0,8.0,3.0,5.333333333333333,3.0,16.0,2.0,23.0,1.0,"[2515596.0, 2515596.0, 2515258.0, 2515258.0, 2515049.0, 2515481.0, 2515596.0, 2515334.0, 2515334.0, 2515272.0, 2515409.0, 2515279.0, 2515387.0, 2515297.0, 2515192.0, 2515297.0, 2515297.0, 2515342.0, 2515327.0, 2515192.0, 2515509.0, 2515451.0, 2515258.0, 2515177.0, 2515253.0, 2515417.0]",0.3333333333333333,-8.0,-2.6666666666666665
Dexter,2515230,2021,3,6.666666666666667,5.0,20.0,3,4.0,1.0,12.0,1.0,2.0,"[2515372.0, 2515510.0, 2515417.0]",0.6666666666666666,8.0,2.666666666666667,6,3.3333333333333335,2.0,20.0,6,6.666666666666667,7.0,40.0,5.0,37.0,1.0,"[nan, nan, 2515510.0, 2515510.0, 2515500.0, 2515500.0, 2515311.0, 2515311.0, 2515311.0, 2515311.0, 2515155.0, 2515155.0, 2515155.0, 2515420.0, 2515500.0, 2515500.0, 2515494.0, 2515494.0, 2515494.0, 2515164.0, 2515164.0, 2515202.0, 2515202.0, 2515202.0, 2515202.0, 2515155.0, 2515155.0, 2515155.0, 2515253.0, 2515253.0, 2515330.0, 2515330.0, 2515247.0, 2515247.0, 2515247.0, 2515451.0, 2515451.0, 2515372.0, 2515372.0, 2515372.0, 2515420.0, nan, nan]",0.16666666666666666,-20.0,-3.3333333333333335,3.0,1.0,1.0,3.0,3.0,7.666666666666667,7.0,23.0,3.0,18.0,0.0,"[nan, nan, 2515311.0, 2515311.0, 2515155.0, 2515500.0, 2515500.0, 2515494.0, 2515494.0, 2515202.0, 2515202.0, 2515155.0, 2515253.0, 2515253.0, 2515247.0, 2515247.0, 2515372.0, 2515372.0, 2515420.0, nan, nan]",0.0,-20.0,-6.666666666666667,3.0,5.666666666666667,6.0,17.0,3.0,5.666666666666667,7.0,17.0,2.0,19.0,1.0,"[2515510.0, 2515510.0, 2515500.0, 2515500.0, 2515311.0, 2515311.0, 2515155.0, 2515155.0, 2515420.0, 2515494.0, 2515164.0, 2515164.0, 2515202.0, 2515202.0, 2515155.0, 2515155.0, 2515330.0, 2515330.0, 2515247.0, 2515451.0, 2515451.0, 2515372.0]",0.3333333333333333,0.0,0.0
Dowagiac,2515373,2021,1,1.0,1.0,1.0,1,9.0,9.0,9.0,1.0,0.0,[2515082.0],0.0,-8.0,-8.0,2,0.0,0.0,0.0,2,15.0,15.0,30.0,2.0,21.0,0.0,"[2515085.0, 2515067.0, 2515408.0, 2515082.0, nan, nan, 2515355.0, 2515357.0, 2515357.0, 2515199.0, 2515532.0, 2515108.0, 2515245.0, nan, nan, 2515096.0, 2515179.0, 2515199.0, 2515097.0, 2515082.0, 2515408.0, 2515248.0, 2515080.0]",0.0,-30.0,-15.0,0.0,,,0.0,0.0,,,0.0,0.0,12.0,0.0,"[2515085.0, 2515067.0, 2515082.0, nan, nan, 2515532.0, 2515108.0, nan, nan, 2515096.0, 2515179.0, 2515097.0]",,0.0,,2.0,0.0,0.0,0.0,2.0,15.0,15.0,30.0,2.0,9.0,0.0,"[2515408.0, 2515355.0, 2515357.0, 2515357.0, 2515199.0, 2515245.0, 2515199.0, 2515082.0, 2515408.0, 2515248.0, 2515080.0]",0.0,-30.0,-15.0
Dryden,2515266,2021,1,1.0,1.0,1.0,1,3.0,3.0,3.0,1.0,0.0,[2036620.0],0.0,-2.0,-2.0,17,6.411764705882353,5.0,109.0,17,8.941176470588236,8.0,152.0,11.0,1.0,5.0,"[2515314.0, 2515314.0, 2515542.0, 2515315.0, 2515315.0, 2515310.0, 2515310.0, 2515299.0, 2515299.0, 2515559.0, 2515559.0, 2515544.0, 2515544.0, 2516888.0, 2516888.0, 2515381.0, 2515381.0]",0.29411764705882354,-43.0,-2.5294117647058822,10.0,7.7,8.5,77.0,10.0,8.6,8.5,86.0,5.0,1.0,4.0,"[2515315.0, 2515315.0, 2515310.0, 2515310.0, 2515559.0, 2515559.0, 2515544.0, 2515544.0, 2515381.0, 2515381.0]",0.4,-9.0,-0.8999999999999995,7.0,4.571428571428571,3.0,32.0,7.0,9.428571428571429,7.0,66.0,6.0,0.0,1.0,"[2515314.0, 2515314.0, 2515542.0, 2515299.0, 2515299.0, 2516888.0, 2516888.0]",0.14285714285714285,-34.0,-4.857142857142858
Dundee,2515384,2021,2,4.0,4.0,8.0,2,6.0,6.0,12.0,1.0,1.0,"[2515247.0, 2515311.0]",0.5,-4.0,-2.0,10,4.4,4.0,44.0,10,7.6,8.5,76.0,6.0,15.0,4.0,"[2515048.0, 2515534.0, 2515534.0, 2515235.0, 2516865.0, 2515400.0, 2515400.0, 2515400.0, 2515298.0, 2515298.0, 2515201.0, 2515201.0, 2515051.0, 2515404.0, 2515191.0, 2515404.0, 2515404.0, 2515206.0, 2515206.0, 2515541.0, 2515558.0, 2515547.0, 2515414.0, 2515414.0, 2515049.0]",0.4,-32.0,-3.1999999999999993,6.0,4.666666666666667,4.0,28.0,6.0,8.166666666666666,9.5,49.0,3.0,7.0,3.0,"[2515048.0, 2515534.0, 2516865.0, 2515400.0, 2515298.0, 2515298.0, 2515201.0, 2515051.0, 2515404.0, 2515404.0, 2515404.0, 2515541.0, 2515049.0]",0.5,-21.0,-3.499999999999999,4.0,4.0,4.0,16.0,4.0,6.75,8.5,27.0,3.0,8.0,1.0,"[2515534.0, 2515235.0, 2515400.0, 2515400.0, 2515201.0, 2515191.0, 2515206.0, 2515206.0, 2515558.0, 2515547.0, 2515414.0, 2515414.0]",0.25,-11.0,-2.75
Durand,2515424,2021,2,9.5,9.5,19.0,2,13.5,13.5,27.0,1.0,1.0,"[2515252.0, 2515328.0]",0.5,-8.0,-4.0,4,4.75,6.0,19.0,4,12.0,13.0,48.0,3.0,12.0,1.0,"[2515579.0, 2515490.0, 2515186.0, 2515309.0, 2515123.0, 2455121.0, 2515129.0, 2515394.0, 2515125.0, 2515328.0, 2515328.0, 2515252.0, 2515490.0, 2515490.0, 2515579.0, 2515450.0]",0.25,-29.0,-7.25,2.0,6.0,6.0,12.0,2.0,5.5,5.5,11.0,1.0,7.0,1.0,"[2515579.0, 2515490.0, 2515186.0, 2515394.0, 2515125.0, 2515252.0, 2515490.0, 2515490.0, 2515579.0]",0.5,1.0,0.5,2.0,3.5,3.5,7.0,2.0,18.5,18.5,37.0,2.0,5.0,0.0,"[2515309.0, 2515123.0, 2455121.0, 2515129.0, 2515328.0, 2515328.0, 2515450.0]",0.0,-30.0,-15.0
East Grand Rapids,2515569,2021,3,5.333333333333333,3.0,16.0,3,5.333333333333333,3.0,16.0,1.0,2.0,"[2515030.0, 2515095.0, 2515094.0]",0.6666666666666666,0.0,0.0,0,,,0.0,0,,,0.0,0.0,33.0,0.0,"[2515459.0, 2515094.0, 2515267.0, 2515267.0, 2515267.0, 2515267.0, 2515350.0, 2515312.0, 2515312.0, 2515350.0, 2515350.0, 2515358.0, 2515358.0, 2515436.0, 2515436.0, 2515436.0, 2515436.0, 2515436.0, 2515499.0, 2515499.0, 2515489.0, 2515489.0, 2515489.0, 2515484.0, 2515083.0, 2515083.0, 2515522.0, 2515522.0, 2515522.0, 2515460.0, nan, nan, nan]",,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,18.0,0.0,"[2515459.0, 2515267.0, 2515267.0, 2515350.0, 2515350.0, 2515350.0, 2515436.0, 2515436.0, 2515499.0, 2515499.0, 2515489.0, 2515083.0, 2515083.0, 2515522.0, 2515460.0, nan, nan, nan]",,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,15.0,0.0,"[2515094.0, 2515267.0, 2515267.0, 2515312.0, 2515312.0, 2515358.0, 2515358.0, 2515436.0, 2515436.0, 2515436.0, 2515489.0, 2515489.0, 2515484.0, 2515522.0, 2515522.0]",,0.0,
East Jackson,2515517,2021,1,3.0,3.0,3.0,1,4.0,4.0,4.0,1.0,0.0,[2515217.0],0.0,-1.0,-1.0,5,3.4,2.0,17.0,5,11.4,10.0,57.0,5.0,19.0,0.0,"[2515488.0, 2515567.0, 2515378.0, 2515337.0, 2515337.0, 2515151.0, 2515270.0, 2516865.0, 2516865.0, nan, 2515567.0, 2515506.0, 2515298.0, 2515298.0, 2515265.0, 2515265.0, 2515378.0, 2515528.0, 2515378.0, 2515528.0, 2515528.0, 2515528.0, 2515528.0, 2515235.0]",0.0,-40.0,-8.0,1.0,2.0,2.0,2.0,1.0,17.0,17.0,17.0,1.0,10.0,0.0,"[2515488.0, 2515567.0, 2515337.0, 2516865.0, 2516865.0, nan, 2515506.0, 2515378.0, 2515378.0, 2515528.0, 2515528.0]",0.0,-15.0,-15.0,4.0,3.75,3.0,15.0,4.0,10.0,10.0,40.0,4.0,9.0,0.0,"[2515378.0, 2515337.0, 2515151.0, 2515270.0, 2515567.0, 2515298.0, 2515298.0, 2515265.0, 2515265.0, 2515528.0, 2515528.0, 2515528.0, 2515235.0]",0.0,-25.0,-6.25
East Jordan,2515169,2021,2,5.0,5.0,10.0,2,3.0,3.0,6.0,1.0,1.0,"[2487042.0, 2515563.0]",0.5,4.0,2.0,5,5.2,2.0,26.0,5,7.6,5.0,38.0,2.0,15.0,3.0,"[2515304.0, 2487043.0, 2515056.0, 2515056.0, 2515563.0, 2515182.0, 2515446.0, 2515446.0, 2515168.0, 2515168.0, 2515434.0, 2515356.0, 2487044.0, 2515210.0, 2515512.0, 2487042.0, 2487042.0, 2515300.0, 2515598.0, 2487041.0]",0.6,-12.0,-2.3999999999999995,3.0,8.333333333333334,10.0,25.0,3.0,2.6666666666666665,3.0,8.0,0.0,6.0,3.0,"[2487043.0, 2515056.0, 2515056.0, 2515563.0, 2515446.0, 2515446.0, 2515434.0, 2487044.0, 2515210.0]",1.0,17.0,5.666666666666668,2.0,0.5,0.5,1.0,2.0,15.0,15.0,30.0,2.0,9.0,0.0,"[2515304.0, 2515182.0, 2515168.0, 2515168.0, 2515356.0, 2515512.0, 2487042.0, 2487042.0, 2515300.0, 2515598.0, 2487041.0]",0.0,-29.0,-14.5
East Kentwood,2515457,2021,1,1.0,1.0,1.0,1,11.0,11.0,11.0,1.0,0.0,[2515370.0],0.0,-10.0,-10.0,2,10.0,10.0,20.0,2,10.0,10.0,20.0,1.0,37.0,1.0,"[2515522.0, 2515436.0, 2515436.0, 2515158.0, 2515495.0, 2515495.0, 2515495.0, nan, nan, 2515425.0, 2515370.0, 2515370.0, 2515370.0, 2515577.0, 2515577.0, 2515577.0, 2515267.0, 2515267.0, 2515325.0, 2515325.0, 2515325.0, 2515325.0, 2515489.0, 2515489.0, 2515499.0, 2515499.0, 2515499.0, 2515484.0, 2515484.0, 2515354.0, 2515354.0, 2515354.0, 2515358.0, 2515358.0, 2515358.0, 2515338.0, 2515338.0, 2515438.0, 2515438.0]",0.5,0.0,0.0,1.0,11.0,11.0,11.0,1.0,3.0,3.0,3.0,0.0,17.0,1.0,"[2515436.0, 2515436.0, 2515495.0, 2515495.0, nan, nan, 2515425.0, 2515370.0, 2515577.0, 2515577.0, 2515325.0, 2515325.0, 2515489.0, 2515489.0, 2515499.0, 2515354.0, 2515358.0, 2515358.0]",1.0,8.0,8.0,1.0,9.0,9.0,9.0,1.0,17.0,17.0,17.0,1.0,20.0,0.0,"[2515522.0, 2515158.0, 2515495.0, 2515370.0, 2515370.0, 2515577.0, 2515267.0, 2515267.0, 2515325.0, 2515325.0, 2515499.0, 2515499.0, 2515484.0, 2515484.0, 2515354.0, 2515354.0, 2515358.0, 2515338.0, 2515338.0, 2515438.0, 2515438.0]",0.0,-8.0,-8.0
East Lansing,2515150,2021,3,3.6666666666666665,5.0,11.0,3,3.3333333333333335,3.0,10.0,1.0,2.0,"[2515263.0, 2515158.0, 2515153.0]",0.6666666666666666,1.0,0.33333333333333304,25,6.72,5.0,168.0,25,6.04,6.0,151.0,10.0,2.0,15.0,"[2515157.0, 2515157.0, 2515442.0, 2515442.0, 2515078.0, 2515078.0, 2515185.0, 2515185.0, 2515156.0, 2515156.0, 2515325.0, 2515293.0, 2515263.0, 2515246.0, 2515246.0, 2515158.0, 2515158.0, 2515236.0, 2515236.0, 2515478.0, 2515478.0, 2515153.0, 2515153.0, 2515417.0, 2515417.0, 2515154.0, 2515101.0]",0.6,17.0,0.6799999999999997,18.0,7.944444444444445,7.0,143.0,18.0,5.611111111111111,6.0,101.0,6.0,1.0,12.0,"[2515157.0, 2515157.0, 2515078.0, 2515078.0, 2515156.0, 2515156.0, 2515325.0, 2515293.0, 2515246.0, 2515246.0, 2515158.0, 2515158.0, 2515236.0, 2515236.0, 2515478.0, 2515478.0, 2515417.0, 2515417.0, 2515154.0]",0.6666666666666666,42.0,2.333333333333334,7.0,3.5714285714285716,4.0,25.0,7.0,7.142857142857143,4.0,50.0,4.0,1.0,3.0,"[2515442.0, 2515442.0, 2515185.0, 2515185.0, 2515263.0, 2515153.0, 2515153.0, 2515101.0]",0.42857142857142855,-25.0,-3.5714285714285716
Eastpointe,2515219,2021,1,3.0,3.0,3.0,1,13.0,13.0,13.0,1.0,0.0,[2515491.0],0.0,-10.0,-10.0,1,4.0,4.0,4.0,1,6.0,6.0,6.0,1.0,20.0,0.0,"[nan, 2515205.0, 2515175.0, 2515175.0, 2515175.0, 2515564.0, 2515100.0, 2515100.0, 2515339.0, 2515339.0, 2515339.0, 2515283.0, 2515283.0, 2515283.0, 2515283.0, 2513389.0, 2515240.0, 2515240.0, 2515240.0, 2515240.0, 2515175.0]",0.0,-2.0,-2.0,0.0,,,0.0,0.0,,,0.0,0.0,7.0,0.0,"[2515175.0, 2515175.0, 2515100.0, 2515339.0, 2515283.0, 2515240.0, 2515240.0]",,0.0,,1.0,4.0,4.0,4.0,1.0,6.0,6.0,6.0,1.0,13.0,0.0,"[nan, 2515205.0, 2515175.0, 2515564.0, 2515100.0, 2515339.0, 2515339.0, 2515283.0, 2515283.0, 2515283.0, 2513389.0, 2515240.0, 2515240.0, 2515175.0]",0.0,-2.0,-2.0
Eaton Rapids,2515348,2021,3,6.333333333333333,8.0,19.0,3,5.333333333333333,5.0,16.0,1.0,2.0,"[2515426.0, 2515538.0, 2515170.0]",0.6666666666666666,3.0,1.0,29,8.448275862068966,8.0,245.0,29,2.5172413793103448,2.0,73.0,4.0,4.0,25.0,"[2515372.0, 2515372.0, 2515246.0, 2515246.0, 2515148.0, 2515148.0, 2515152.0, 2515152.0, 2515321.0, 2515321.0, 2515146.0, 2515146.0, 2515154.0, 2515154.0, 2515153.0, 2515153.0, 2515257.0, 2515257.0, 2515095.0, 2515095.0, 2515101.0, 2515101.0, 2515156.0, 2515156.0, 2515263.0, 2515263.0, 2515154.0, 2515340.0, 2515078.0, 2515458.0, 2515536.0, 2515536.0, 2515480.0]",0.8620689655172413,172.0,5.931034482758621,15.0,7.466666666666667,5.0,112.0,15.0,1.8,1.0,27.0,1.0,2.0,14.0,"[2515152.0, 2515152.0, 2515146.0, 2515146.0, 2515154.0, 2515154.0, 2515095.0, 2515095.0, 2515101.0, 2515101.0, 2515263.0, 2515263.0, 2515340.0, 2515458.0, 2515536.0, 2515536.0, 2515480.0]",0.9333333333333333,85.0,5.666666666666667,14.0,9.5,9.5,133.0,14.0,3.2857142857142856,2.5,46.0,3.0,2.0,11.0,"[2515372.0, 2515372.0, 2515246.0, 2515246.0, 2515148.0, 2515148.0, 2515321.0, 2515321.0, 2515153.0, 2515153.0, 2515257.0, 2515257.0, 2515156.0, 2515156.0, 2515154.0, 2515078.0]",0.7857142857142857,87.0,6.214285714285714
Eau Claire,2515237,2021,1,1.0,1.0,1.0,1,12.0,12.0,12.0,1.0,0.0,[2515239.0],0.0,-11.0,-11.0,1,14.0,14.0,14.0,1,7.0,7.0,7.0,0.0,17.0,1.0,"[2515105.0, 2515160.0, 2515287.0, 2515118.0, 2515161.0, 2515539.0, 2515239.0, 2515160.0, 2515287.0, 2515212.0, nan, 2515118.0, 2515161.0, nan, 2515212.0, 2515212.0, 2515239.0, 2515066.0]",1.0,7.0,7.0,1.0,14.0,14.0,14.0,1.0,7.0,7.0,7.0,0.0,10.0,1.0,"[2515160.0, 2515118.0, 2515161.0, 2515539.0, 2515239.0, 2515287.0, 2515212.0, nan, nan, 2515212.0, 2515066.0]",1.0,7.0,7.0,0.0,,,0.0,0.0,,,0.0,0.0,7.0,0.0,"[2515105.0, 2515287.0, 2515160.0, 2515118.0, 2515161.0, 2515212.0, 2515239.0]",,0.0,
Eben Junction Superior Central,2515437,2021,7,12.0,12.0,108.0,9,5.333333333333333,6.0,48.0,1.0,6.0,"[2130319.0, 2300673.0, 2516873.0, 2130319.0, 2300673.0, 2516873.0, 2130319.0, 2300673.0, 2516873.0]",0.6666666666666666,60.0,6.666666666666667,24,7.0,8.0,168.0,24,4.75,2.5,114.0,6.0,21.0,18.0,"[2515326.0, 2300673.0, 2515056.0, 2515055.0, 2515055.0, 2515090.0, 2515090.0, 2515055.0, 2515055.0, 2515055.0, 2515055.0, 2515604.0, 2515056.0, 2515056.0, 2515090.0, 2515326.0, 2300673.0, 2515056.0, 2515055.0, 2515055.0, 2515090.0, 2515090.0, 2515055.0, 2515055.0, 2515055.0, 2515055.0, 2515604.0, 2515056.0, 2515056.0, 2515090.0, 2515326.0, 2300673.0, 2515056.0, 2515055.0, 2515055.0, 2515090.0, 2515090.0, 2515055.0, 2515055.0, 2515055.0, 2515055.0, 2515604.0, 2515056.0, 2515056.0, 2515090.0]",0.75,54.0,2.25,12.0,7.5,8.0,90.0,12.0,4.25,1.5,51.0,3.0,9.0,9.0,"[2300673.0, 2515056.0, 2515055.0, 2515055.0, 2515090.0, 2515090.0, 2515604.0, 2300673.0, 2515056.0, 2515055.0, 2515055.0, 2515090.0, 2515090.0, 2515604.0, 2300673.0, 2515056.0, 2515055.0, 2515055.0, 2515090.0, 2515090.0, 2515604.0]",0.75,39.0,3.25,12.0,6.5,7.5,78.0,12.0,5.25,2.5,63.0,3.0,12.0,9.0,"[2515326.0, 2515055.0, 2515055.0, 2515055.0, 2515055.0, 2515056.0, 2515056.0, 2515090.0, 2515326.0, 2515055.0, 2515055.0, 2515055.0, 2515055.0, 2515056.0, 2515056.0, 2515090.0, 2515326.0, 2515055.0, 2515055.0, 2515055.0, 2515055.0, 2515056.0, 2515056.0, 2515090.0]",0.75,15.0,1.25
Ecorse,2516871,2021,1,1.0,1.0,1.0,1,12.0,12.0,12.0,1.0,0.0,[2515400.0],0.0,-11.0,-11.0,23,10.391304347826088,11.0,239.0,23,2.260869565217391,2.0,52.0,5.0,15.0,17.0,"[2515482.0, 2515100.0, 2123045.0, 2123045.0, 2515188.0, 2515188.0, 2515482.0, 2515422.0, 2515091.0, 2515296.0, 2515474.0, 2515461.0, 2515255.0, 2515461.0, 2515516.0, 2516866.0, 2515159.0, 2515159.0, 2515115.0, 2515115.0, 2515229.0, 2515115.0, 2515115.0, 2515374.0, 2515091.0, 2515241.0, 2515241.0, 2515474.0, 2515422.0, 2515422.0, 2515255.0, 2515174.0, 2515174.0, 2515031.0, 2515466.0, 2515167.0, 2515229.0]",0.7391304347826086,187.0,8.130434782608697,9.0,11.666666666666666,14.0,105.0,9.0,2.0,2.0,18.0,1.0,5.0,8.0,"[2515482.0, 2515100.0, 2123045.0, 2123045.0, 2515091.0, 2515296.0, 2515255.0, 2515159.0, 2515229.0, 2515374.0, 2515474.0, 2515174.0, 2515174.0, 2515031.0]",0.8888888888888888,87.0,9.666666666666666,14.0,9.571428571428571,11.0,134.0,14.0,2.4285714285714284,2.0,34.0,4.0,10.0,9.0,"[2515188.0, 2515188.0, 2515482.0, 2515422.0, 2515474.0, 2515461.0, 2515461.0, 2515516.0, 2516866.0, 2515159.0, 2515115.0, 2515115.0, 2515115.0, 2515115.0, 2515091.0, 2515241.0, 2515241.0, 2515422.0, 2515422.0, 2515255.0, 2515466.0, 2515167.0, 2515229.0]",0.6428571428571429,100.0,7.142857142857142
Edwardsburg,2515357,2021,1,5.0,5.0,5.0,1,6.0,6.0,6.0,1.0,0.0,[2515080.0],0.0,-1.0,-1.0,30,9.133333333333333,10.0,274.0,30,2.933333333333333,2.0,88.0,4.0,0.0,26.0,"[2515082.0, 2515082.0, 2515660.0, 2515373.0, 2515373.0, 2515085.0, 2515085.0, 2515408.0, 2515408.0, 2515083.0, 2515083.0, 2515532.0, 2515532.0, 2515156.0, 2515522.0, 2515199.0, 2515199.0, 2515108.0, 2515108.0, 2515245.0, 2515245.0, 2515097.0, 2515097.0, 2516391.0, 2515179.0, 2515179.0, 2515096.0, 2515096.0, 2515080.0, 2515080.0]",0.8666666666666667,186.0,6.199999999999999,13.0,11.23076923076923,11.0,146.0,13.0,2.4615384615384617,2.0,32.0,0.0,0.0,13.0,"[2515660.0, 2515373.0, 2515373.0, 2515408.0, 2515408.0, 2515199.0, 2515199.0, 2515108.0, 2515108.0, 2515245.0, 2515245.0, 2515179.0, 2515179.0]",1.0,114.0,8.769230769230768,17.0,7.529411764705882,7.0,128.0,17.0,3.2941176470588234,2.0,56.0,4.0,0.0,13.0,"[2515082.0, 2515082.0, 2515085.0, 2515085.0, 2515083.0, 2515083.0, 2515532.0, 2515532.0, 2515156.0, 2515522.0, 2515097.0, 2515097.0, 2516391.0, 2515096.0, 2515096.0, 2515080.0, 2515080.0]",0.7647058823529411,72.0,4.235294117647059
Elk Rapids,2515210,2021,2,4.5,4.5,9.0,2,12.0,12.0,24.0,1.0,1.0,"[2515598.0, 2515168.0]",0.5,-15.0,-7.5,2,1.0,1.0,2.0,2,14.0,14.0,28.0,2.0,15.0,0.0,"[2515402.0, 2515402.0, 2515434.0, 2487046.0, 2487046.0, 2515563.0, 2515563.0, 2515512.0, 2515300.0, 2487043.0, 2515169.0, 2515446.0, 2515168.0, 2515168.0, 2515526.0, 2515063.0, 2515329.0]",0.0,-26.0,-13.0,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,"[2515512.0, 2515300.0, 2515446.0, 2515526.0]",,0.0,,2.0,1.0,1.0,2.0,2.0,14.0,14.0,28.0,2.0,11.0,0.0,"[2515402.0, 2515402.0, 2515434.0, 2487046.0, 2487046.0, 2515563.0, 2515563.0, 2487043.0, 2515169.0, 2515168.0, 2515168.0, 2515063.0, 2515329.0]",0.0,-26.0,-13.0
