teamName,teamId,season_year,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_W,playoff_opponents,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_opponents,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_opponents,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_opponents,away_win_pct,away_run_diff_total,away_run_diff_mean
Addison,95871,2011,2,8.5,8.5,17.0,2,6.0,6.0,12.0,1.0,1.0,"[95746.0, 96221.0]",0.5,5.0,2.5,4.0,5.75,5.0,23.0,4.0,8.0,9.5,32.0,2.0,1.0,2.0,"[96021.0, 96021.0, 95725.0, 96239.0, 96239.0]",0.5,-9.0,-2.25,,,,,,,,,,,,,,,,4.0,5.75,5.0,23.0,4.0,8.0,9.5,32.0,2.0,1.0,2.0,"[96021.0, 96021.0, 95725.0, 96239.0, 96239.0]",0.5,-9.0,-2.25
Adrian,95800,2011,1,4.0,4.0,4.0,1,7.0,7.0,7.0,1.0,0.0,[95742.0],0.0,-3.0,-3.0,30.0,6.666666666666667,6.0,200.0,30.0,5.8,5.0,174.0,15.0,2.0,15.0,"[95897.0, 96221.0, 95777.0, 95777.0, 95942.0, 95942.0, 96178.0, 96178.0, 95916.0, 95916.0, 96160.0, 96160.0, 95742.0, 95742.0, 95954.0, 95920.0, 95920.0, 95758.0, 95758.0, 95921.0, 95851.0, 95780.0, 95780.0, 96120.0, 96120.0, 96150.0, 96150.0, 95890.0, 95890.0, 96188.0, 96188.0, 95920.0]",0.5,26.0,0.8666666666666671,18.0,7.833333333333333,7.0,141.0,18.0,6.166666666666667,5.5,111.0,8.0,1.0,10.0,"[95897.0, 96221.0, 95942.0, 95942.0, 96178.0, 96178.0, 96160.0, 96160.0, 95742.0, 95742.0, 95920.0, 95920.0, 96120.0, 96120.0, 96150.0, 96150.0, 96188.0, 96188.0, 95920.0]",0.5555555555555556,30.0,1.666666666666666,12.0,4.916666666666667,3.5,59.0,12.0,5.25,3.5,63.0,7.0,1.0,5.0,"[95777.0, 95777.0, 95916.0, 95916.0, 95954.0, 95758.0, 95758.0, 95921.0, 95851.0, 95780.0, 95780.0, 95890.0, 95890.0]",0.4166666666666667,-4.0,-0.33333333333333304
Adrian Lenawee Christian,96297,2011,3,9.333333333333334,8.0,28.0,3,6.0,6.0,18.0,1.0,2.0,"[96205.0, 95922.0, 96142.0]",0.6666666666666666,10.0,3.333333333333334,2.0,4.5,4.5,9.0,2.0,4.5,4.5,9.0,1.0,0.0,1.0,"[96021.0, 95786.0]",0.5,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,[96021.0],1.0,2.0,2.0,1.0,6.0,6.0,6.0,1.0,8.0,8.0,8.0,1.0,0.0,0.0,[95786.0],0.0,-2.0,-2.0
Adrian Madison,95746,2011,1,7.0,7.0,7.0,1,13.0,13.0,13.0,1.0,0.0,[95871.0],0.0,-6.0,-6.0,2.0,2.5,2.5,5.0,2.0,9.0,9.0,18.0,2.0,0.0,0.0,"[95786.0, 95786.0]",0.0,-13.0,-6.5,,,,,,,,,,,,,,,,2.0,2.5,2.5,5.0,2.0,9.0,9.0,18.0,2.0,0.0,0.0,"[95786.0, 95786.0]",0.0,-13.0,-6.5
Akron-Fairgrove,96133,2011,1,7.0,7.0,7.0,1,8.0,8.0,8.0,1.0,0.0,[96225.0],0.0,-1.0,-1.0,4.0,2.25,0.5,9.0,4.0,12.25,12.5,49.0,4.0,2.0,0.0,"[96076.0, 96076.0, 95992.0, 95992.0, 96280.0, 96280.0]",0.0,-40.0,-10.0,2.0,0.5,0.5,1.0,2.0,12.5,12.5,25.0,2.0,2.0,0.0,"[95992.0, 95992.0, 96280.0, 96280.0]",0.0,-24.0,-12.0,2.0,4.0,4.0,8.0,2.0,12.0,12.0,24.0,2.0,0.0,0.0,"[96076.0, 96076.0]",0.0,-16.0,-8.0
Alanson ,96060,2011,1,1.0,1.0,1.0,1,11.0,11.0,11.0,1.0,0.0,[633742.0],0.0,-10.0,-10.0,2.0,4.5,4.5,9.0,2.0,12.0,12.0,24.0,2.0,2.0,0.0,"[96075.0, 96075.0, 95959.0, 96139.0]",0.0,-15.0,-7.5,2.0,4.5,4.5,9.0,2.0,12.0,12.0,24.0,2.0,1.0,0.0,"[96075.0, 96075.0, 96139.0]",0.0,-15.0,-7.5,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[95959.0],,0.0,
Algonac,95743,2011,2,4.5,4.5,9.0,2,8.5,8.5,17.0,1.0,1.0,"[95790.0, 95690.0]",0.5,-8.0,-4.0,14.0,3.357142857142857,3.5,47.0,14.0,7.714285714285714,5.5,108.0,10.0,12.0,4.0,"[249413.0, 95860.0, 95860.0, 96145.0, 96145.0, 95696.0, 95696.0, 95971.0, 95971.0, 96011.0, 96011.0, 96079.0, 96079.0, 96145.0, 96145.0, 95718.0, 95770.0, 95884.0, 95770.0, 95696.0, 95841.0, 95992.0, 95992.0, 95944.0, 95944.0, 95737.0]",0.2857142857142857,-61.0,-4.357142857142858,8.0,3.375,3.5,27.0,8.0,8.625,7.0,69.0,5.0,6.0,3.0,"[249413.0, 95860.0, 95860.0, 95696.0, 95696.0, 95971.0, 95971.0, 95718.0, 95841.0, 95992.0, 95992.0, 95944.0, 95944.0, 95737.0]",0.375,-42.0,-5.25,6.0,3.3333333333333335,3.5,20.0,6.0,6.5,4.5,39.0,5.0,6.0,1.0,"[96145.0, 96145.0, 96011.0, 96011.0, 96079.0, 96079.0, 96145.0, 96145.0, 95770.0, 95884.0, 95770.0, 95696.0]",0.16666666666666666,-19.0,-3.1666666666666665
Allegan,95797,2011,2,7.0,7.0,14.0,2,5.5,5.5,11.0,1.0,1.0,"[95955.0, 95722.0]",0.5,3.0,1.5,22.0,4.136363636363637,3.0,91.0,22.0,5.954545454545454,4.5,131.0,15.0,2.0,7.0,"[95722.0, 95722.0, 95956.0, 95956.0, 95854.0, 95854.0, 95739.0, 95739.0, 95979.0, 95979.0, 95846.0, 96209.0, 96209.0, 96057.0, 96057.0, 96028.0, nan, 96028.0, 95705.0, 95705.0, 96174.0, 96174.0, 95814.0, 95814.0]",0.3181818181818182,-40.0,-1.8181818181818175,12.0,4.083333333333333,3.5,49.0,12.0,5.0,4.0,60.0,8.0,1.0,4.0,"[95739.0, 95739.0, 96209.0, 96209.0, 96057.0, 96057.0, 96028.0, nan, 96028.0, 96174.0, 96174.0, 95814.0, 95814.0]",0.3333333333333333,-11.0,-0.916666666666667,10.0,4.2,3.0,42.0,10.0,7.1,5.0,71.0,7.0,1.0,3.0,"[95722.0, 95722.0, 95956.0, 95956.0, 95854.0, 95854.0, 95979.0, 95979.0, 95846.0, 95705.0, 95705.0]",0.3,-29.0,-2.8999999999999995
Allen Park,96045,2011,3,8.666666666666666,9.0,26.0,3,5.0,2.0,15.0,1.0,2.0,"[96220.0, 95980.0, 96120.0]",0.6666666666666666,11.0,3.666666666666666,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[96242.0],,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[96242.0],,0.0,,,,,,,,,,,,,,,,
Allen Park Cabrini,95793,2011,3,5.333333333333333,1.0,16.0,3,3.3333333333333335,0.0,10.0,1.0,2.0,"[95769.0, 95974.0, 95730.0]",0.6666666666666666,6.0,1.9999999999999996,13.0,5.153846153846154,5.0,67.0,13.0,5.6923076923076925,6.0,74.0,7.0,2.0,6.0,"[95730.0, 95730.0, 96105.0, 96105.0, 96105.0, 96105.0, 95730.0, 95730.0, 96116.0, 95730.0, 95742.0, 96000.0, 96000.0, 96192.0, 96192.0]",0.46153846153846156,-7.0,-0.5384615384615383,10.0,6.2,6.5,62.0,10.0,4.8,4.0,48.0,4.0,1.0,6.0,"[96105.0, 96105.0, 96105.0, 96105.0, 95730.0, 95730.0, 96116.0, 95730.0, 96000.0, 96000.0, 96192.0]",0.6,14.0,1.4000000000000004,3.0,1.6666666666666667,0.0,5.0,3.0,8.666666666666666,9.0,26.0,3.0,1.0,0.0,"[95730.0, 95730.0, 95742.0, 96192.0]",0.0,-21.0,-6.999999999999999
Allen Park Inter-City Baptist,96288,2011,4,11.75,13.5,47.0,4,3.25,2.5,13.0,1.0,3.0,"[96290.0, 95765.0, 95811.0, 96000.0]",0.75,34.0,8.5,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,1.0,6.0,0.0,"[95898.0, 95898.0, 96116.0, 95703.0, 95898.0, 95703.0, 95703.0]",0.0,-19.0,-19.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,1.0,1.0,0.0,"[96116.0, 95898.0]",0.0,-19.0,-19.0,0.0,,,0.0,0.0,,,0.0,0.0,5.0,0.0,"[95898.0, 95898.0, 95703.0, 95703.0, 95703.0]",,0.0,
Allendale,96052,2011,1,2.0,2.0,2.0,1,12.0,12.0,12.0,1.0,0.0,[96164.0],0.0,-10.0,-10.0,6.0,5.166666666666667,4.0,31.0,6.0,8.5,7.0,51.0,4.0,0.0,2.0,"[95938.0, 96197.0, 95829.0, 96072.0, 95829.0, 96072.0]",0.3333333333333333,-20.0,-3.333333333333333,3.0,6.0,5.0,18.0,3.0,8.666666666666666,5.0,26.0,2.0,0.0,1.0,"[95938.0, 95829.0, 96072.0]",0.3333333333333333,-8.0,-2.666666666666666,3.0,4.333333333333333,3.0,13.0,3.0,8.333333333333334,8.0,25.0,2.0,0.0,1.0,"[96197.0, 96072.0, 95829.0]",0.3333333333333333,-12.0,-4.000000000000001
Alma,95801,2011,2,5.0,5.0,10.0,2,5.0,5.0,10.0,1.0,1.0,"[96238.0, 96094.0]",0.5,0.0,0.0,2.0,1.5,1.5,3.0,2.0,9.5,9.5,19.0,2.0,3.0,0.0,"[96248.0, 95753.0, 95752.0, 96124.0, 96124.0]",0.0,-16.0,-8.0,2.0,1.5,1.5,3.0,2.0,9.5,9.5,19.0,2.0,2.0,0.0,"[96248.0, 95753.0, 96124.0, 96124.0]",0.0,-16.0,-8.0,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[95752.0],,0.0,
Almont,96012,2011,1,5.0,5.0,5.0,1,8.0,8.0,8.0,1.0,0.0,[95860.0],0.0,-3.0,-3.0,4.0,8.0,7.0,32.0,4.0,8.0,8.5,32.0,2.0,1.0,2.0,"[95807.0, 96000.0, 96079.0, 96079.0, 95718.0]",0.5,0.0,0.0,1.0,9.0,9.0,9.0,1.0,11.0,11.0,11.0,1.0,0.0,0.0,[96000.0],0.0,-2.0,-2.0,3.0,7.666666666666667,5.0,23.0,3.0,7.0,6.0,21.0,1.0,1.0,2.0,"[95807.0, 96079.0, 96079.0, 95718.0]",0.6666666666666666,2.0,0.666666666666667
Alpena,96282,2011,1,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,0.0,[95966.0],0.0,-1.0,-1.0,1.0,8.0,8.0,8.0,1.0,7.0,7.0,7.0,0.0,6.0,1.0,"[96272.0, 95859.0, 96312.0, 95743.0, 95743.0, 95884.0, 96011.0]",1.0,1.0,1.0,0.0,,,0.0,0.0,,,0.0,0.0,3.0,0.0,"[96272.0, 95859.0, 96312.0]",,0.0,,1.0,8.0,8.0,8.0,1.0,7.0,7.0,7.0,0.0,3.0,1.0,"[95743.0, 95743.0, 95884.0, 96011.0]",1.0,1.0,1.0
Ann Arbor Father Gabriel Richard,96285,2011,6,10.5,12.5,63.0,6,1.3333333333333333,0.5,8.0,1.0,5.0,"[95881.0, 96001.0, 95986.0, 95900.0, 95832.0, 95730.0]",0.8333333333333334,55.0,9.166666666666666,14.0,8.928571428571429,9.0,125.0,14.0,4.0,2.5,56.0,4.0,0.0,10.0,"[96105.0, 96105.0, 95730.0, 95730.0, 96105.0, 96105.0, 95730.0, 95730.0, 96000.0, 96058.0, 96058.0, 95730.0, 96002.0, 96002.0]",0.7142857142857143,69.0,4.928571428571429,14.0,8.928571428571429,9.0,125.0,14.0,4.0,2.5,56.0,4.0,0.0,10.0,"[96105.0, 96105.0, 95730.0, 95730.0, 96105.0, 96105.0, 95730.0, 95730.0, 96000.0, 96058.0, 96058.0, 95730.0, 96002.0, 96002.0]",0.7142857142857143,69.0,4.928571428571429,,,,,,,,,,,,,,,
Ann Arbor Greenhills,96156,2011,1,4.0,4.0,4.0,1,13.0,13.0,13.0,1.0,0.0,[95986.0],0.0,-9.0,-9.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,"[95898.0, 95703.0, 95898.0, 95703.0]",0.0,-2.0,-2.0,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[95898.0],,0.0,,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,"[95898.0, 95703.0, 95703.0]",0.0,-2.0,-2.0
Ann Arbor Huron,95758,2011,1,8.0,8.0,8.0,1,11.0,11.0,11.0,1.0,0.0,[96037.0],0.0,-3.0,-3.0,4.0,4.25,2.0,17.0,4.0,10.0,10.0,40.0,3.0,1.0,1.0,"[96120.0, 96120.0, 95800.0, 95800.0, 96160.0]",0.25,-23.0,-5.75,2.0,7.5,7.5,15.0,2.0,12.5,12.5,25.0,1.0,0.0,1.0,"[95800.0, 95800.0]",0.5,-10.0,-5.0,2.0,1.0,1.0,2.0,2.0,7.5,7.5,15.0,2.0,1.0,0.0,"[96120.0, 96120.0, 96160.0]",0.0,-13.0,-6.5
Ann Arbor Pioneer,95916,2011,3,7.0,4.0,21.0,3,4.666666666666667,3.0,14.0,1.0,2.0,"[95978.0, 96037.0, 96128.0]",0.6666666666666666,7.0,2.333333333333333,4.0,4.0,4.0,16.0,4.0,8.0,7.5,32.0,2.0,3.0,2.0,"[95723.0, 95723.0, 95800.0, 95800.0, 96120.0, 96120.0, 96160.0]",0.5,-16.0,-4.0,2.0,5.5,5.5,11.0,2.0,3.0,3.0,6.0,0.0,1.0,2.0,"[95800.0, 95800.0, 96160.0]",1.0,5.0,2.5,2.0,2.5,2.5,5.0,2.0,13.0,13.0,26.0,2.0,2.0,0.0,"[95723.0, 95723.0, 96120.0, 96120.0]",0.0,-21.0,-10.5
Ann Arbor Skyline,95777,2011,1,7.0,7.0,7.0,1,8.0,8.0,8.0,1.0,0.0,[95978.0],0.0,-1.0,-1.0,2.0,1.5,1.5,3.0,2.0,4.0,4.0,8.0,2.0,2.0,0.0,"[95800.0, 95800.0, 96160.0, 96120.0]",0.0,-5.0,-2.5,2.0,1.5,1.5,3.0,2.0,4.0,4.0,8.0,2.0,1.0,0.0,"[95800.0, 95800.0, 96160.0]",0.0,-5.0,-2.5,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[96120.0],,0.0,
Arenac Eastern,96076,2011,1,8.0,8.0,8.0,1,15.0,15.0,15.0,1.0,0.0,[96276.0],0.0,-7.0,-7.0,6.0,6.666666666666667,6.0,40.0,6.0,10.333333333333334,10.0,62.0,4.0,19.0,2.0,"[95726.0, 95726.0, 96133.0, nan, nan, 96133.0, 95959.0, 95959.0, 96134.0, 96134.0, 96249.0, 96249.0, 95894.0, 95894.0, 95747.0, 95747.0, 95973.0, 95973.0, 95726.0, 95726.0, 96276.0, 96276.0, 96276.0, 96137.0, 96137.0]",0.3333333333333333,-22.0,-3.666666666666667,6.0,6.666666666666667,6.0,40.0,6.0,10.333333333333334,10.0,62.0,4.0,19.0,2.0,"[95726.0, 95726.0, 96133.0, nan, nan, 96133.0, 95959.0, 95959.0, 96134.0, 96134.0, 96249.0, 96249.0, 95894.0, 95894.0, 95747.0, 95747.0, 95973.0, 95973.0, 95726.0, 95726.0, 96276.0, 96276.0, 96276.0, 96137.0, 96137.0]",0.3333333333333333,-22.0,-3.666666666666667,,,,,,,,,,,,,,,
Armada,96079,2011,1,0.0,0.0,0.0,1,3.0,3.0,3.0,1.0,0.0,[95696.0],0.0,-3.0,-3.0,22.0,9.090909090909092,10.5,200.0,22.0,1.9545454545454546,2.0,43.0,2.0,8.0,20.0,"[96206.0, nan, nan, 96206.0, 95930.0, 96112.0, 95861.0, 95861.0, 96145.0, 95760.0, 95760.0, 95898.0, 95704.0, 95717.0, 96122.0, 95704.0, 96012.0, 96012.0, 96122.0, 96122.0, 95743.0, 95743.0, 95992.0, 95992.0, 96167.0, 95971.0, 95971.0, 95930.0, 95696.0, 95696.0]",0.9090909090909091,157.0,7.136363636363637,16.0,8.25,8.0,132.0,16.0,1.9375,2.0,31.0,2.0,3.0,14.0,"[nan, nan, 95861.0, 96145.0, 95760.0, 95898.0, 96012.0, 96012.0, 96122.0, 96122.0, 95743.0, 95743.0, 95992.0, 95992.0, 96167.0, 95971.0, 95971.0, 95696.0, 95696.0]",0.875,101.0,6.3125,6.0,11.333333333333334,12.5,68.0,6.0,2.0,2.0,12.0,0.0,5.0,6.0,"[96206.0, 96206.0, 95930.0, 96112.0, 95861.0, 95760.0, 95704.0, 95717.0, 96122.0, 95704.0, 95930.0]",1.0,56.0,9.333333333333334
Ashley,96230,2011,1,0.0,0.0,0.0,1,10.0,10.0,10.0,1.0,0.0,[96222.0],0.0,-10.0,-10.0,2.0,1.0,1.0,2.0,2.0,13.5,13.5,27.0,2.0,0.0,0.0,"[95866.0, 95866.0]",0.0,-25.0,-12.5,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,13.5,13.5,27.0,2.0,0.0,0.0,"[95866.0, 95866.0]",0.0,-25.0,-12.5
Athens,96108,2011,1,3.0,3.0,3.0,1,8.0,8.0,8.0,1.0,0.0,[96212.0],0.0,-5.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta,96024,2011,1,3.0,3.0,3.0,1,4.0,4.0,4.0,1.0,0.0,[96139.0],0.0,-1.0,-1.0,3.0,3.0,1.0,9.0,3.0,8.333333333333334,9.0,25.0,3.0,2.0,0.0,"[96139.0, 95959.0, 95959.0, 95959.0, 95959.0]",0.0,-16.0,-5.333333333333334,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[95959.0],,0.0,,3.0,3.0,1.0,9.0,3.0,8.333333333333334,9.0,25.0,3.0,1.0,0.0,"[96139.0, 95959.0, 95959.0, 95959.0]",0.0,-16.0,-5.333333333333334
AuGres-Sims,95973,2011,1,3.0,3.0,3.0,1,10.0,10.0,10.0,1.0,0.0,[95959.0],0.0,-7.0,-7.0,2.0,3.5,3.5,7.0,2.0,6.0,6.0,12.0,1.0,2.0,1.0,"[95959.0, 95959.0, 96076.0, 96076.0]",0.5,-5.0,-2.5,2.0,3.5,3.5,7.0,2.0,6.0,6.0,12.0,1.0,0.0,1.0,"[95959.0, 95959.0]",0.5,-5.0,-2.5,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,"[96076.0, 96076.0]",,0.0,
Auburn Hills Avondale,95822,2011,2,9.0,9.0,18.0,2,10.0,10.0,20.0,1.0,1.0,"[96154.0, 95853.0]",0.5,-2.0,-1.0,18.0,5.666666666666667,6.0,102.0,18.0,5.444444444444445,6.0,98.0,8.0,9.0,10.0,"[96153.0, 95696.0, 95696.0, 33250.0, 96177.0, 96194.0, 95875.0, 95875.0, 96172.0, 96227.0, 96227.0, 95962.0, 95848.0, 95853.0, 95770.0, 95751.0, 96172.0, 96177.0, 95853.0, 96194.0, 96025.0, 95943.0, 95848.0, 95770.0, 95943.0, 95695.0, 95751.0]",0.5555555555555556,4.0,0.22222222222222232,9.0,6.0,7.0,54.0,9.0,5.555555555555555,6.0,50.0,2.0,2.0,7.0,"[96153.0, 95696.0, 95696.0, 96177.0, 95848.0, 95853.0, 96172.0, 96194.0, 95770.0, 95943.0, 95751.0]",0.7777777777777778,4.0,0.44444444444444464,9.0,5.333333333333333,4.0,48.0,9.0,5.333333333333333,6.0,48.0,6.0,7.0,3.0,"[33250.0, 96194.0, 95875.0, 95875.0, 96172.0, 96227.0, 96227.0, 95962.0, 95770.0, 95751.0, 96177.0, 95853.0, 96025.0, 95943.0, 95848.0, 95695.0]",0.3333333333333333,0.0,0.0
Auburn Hills Oakland Christian,95905,2011,1,1.0,1.0,1.0,1,13.0,13.0,13.0,1.0,0.0,[95898.0],0.0,-12.0,-12.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,8.0,0.0,"[95703.0, 95703.0, 95898.0, 95898.0, 95703.0, 95703.0, 95703.0, 95898.0, 95898.0]",0.0,-10.0,-10.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,4.0,0.0,"[95898.0, 95898.0, 95703.0, 95898.0, 95898.0]",0.0,-10.0,-10.0,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,"[95703.0, 95703.0, 95703.0, 95703.0]",,0.0,
Bad Axe,95717,2011,1,4.0,4.0,4.0,1,6.0,6.0,6.0,1.0,0.0,[95689.0],0.0,-2.0,-2.0,4.0,5.75,6.5,23.0,4.0,5.75,6.0,23.0,2.0,4.0,1.0,"[96167.0, 96167.0, 95704.0, 96079.0, 95886.0, 95886.0, 96196.0]",0.25,0.0,0.0,2.0,6.5,6.5,13.0,2.0,3.5,3.5,7.0,0.0,3.0,1.0,"[96167.0, 96167.0, 96079.0, 96196.0]",0.5,6.0,3.0,2.0,5.0,5.0,10.0,2.0,8.0,8.0,16.0,2.0,1.0,0.0,"[95704.0, 95886.0, 95886.0]",0.0,-6.0,-3.0
Baldwin,95939,2011,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,[96104.0],0.0,-15.0,-15.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,6.0,0.0,"[95906.0, 95906.0, 96264.0, 96264.0, 96104.0, 96104.0, 95906.0, 95906.0]",0.0,-2.0,-1.0,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,"[96264.0, 96264.0]",,0.0,,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,"[95906.0, 95906.0, 96104.0, 96104.0, 95906.0, 95906.0]",0.0,-2.0,-1.0
Bangor,96039,2011,1,0.0,0.0,0.0,1,14.0,14.0,14.0,1.0,0.0,[96078.0],0.0,-14.0,-14.0,0.0,,,0.0,0.0,,,0.0,0.0,5.0,0.0,"[95955.0, 95955.0, 95802.0, 95883.0, 95883.0]",,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,5.0,0.0,"[95955.0, 95955.0, 95802.0, 95883.0, 95883.0]",,0.0,,,,,,,,,,,,,,,,
Bath,96087,2011,2,9.5,9.5,19.0,2,6.0,6.0,12.0,1.0,1.0,"[96050.0, 95815.0]",0.5,7.0,3.5,6.0,5.833333333333333,4.5,35.0,6.0,1.1666666666666667,0.0,7.0,1.0,1.0,5.0,"[96050.0, 95932.0, 95932.0, 95817.0, 95881.0, 95714.0, 95714.0]",0.8333333333333334,28.0,4.666666666666666,1.0,3.0,3.0,3.0,1.0,6.0,6.0,6.0,1.0,0.0,0.0,[95817.0],0.0,-3.0,-3.0,5.0,6.4,5.0,32.0,5.0,0.2,0.0,1.0,0.0,1.0,5.0,"[96050.0, 95932.0, 95932.0, 95881.0, 95714.0, 95714.0]",1.0,31.0,6.2
Battle Creek Central,95837,2011,1,2.0,2.0,2.0,1,12.0,12.0,12.0,1.0,0.0,[96241.0],0.0,-10.0,-10.0,4.0,0.75,0.5,3.0,4.0,15.25,15.5,61.0,4.0,0.0,0.0,"[96013.0, 96013.0, 95723.0, 95723.0]",0.0,-58.0,-14.5,4.0,0.75,0.5,3.0,4.0,15.25,15.5,61.0,4.0,0.0,0.0,"[96013.0, 96013.0, 95723.0, 95723.0]",0.0,-58.0,-14.5,,,,,,,,,,,,,,,
Battle Creek Harper Creek,96228,2011,2,5.0,5.0,10.0,2,5.5,5.5,11.0,1.0,1.0,"[95839.0, 96048.0]",0.5,-1.0,-0.5,2.0,4.0,4.0,8.0,2.0,12.0,12.0,24.0,2.0,0.0,0.0,"[95723.0, 96242.0]",0.0,-16.0,-8.0,1.0,8.0,8.0,8.0,1.0,13.0,13.0,13.0,1.0,0.0,0.0,[96242.0],0.0,-5.0,-5.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,11.0,1.0,0.0,0.0,[95723.0],0.0,-11.0,-11.0
Battle Creek Lakeview,95830,2011,2,5.5,5.5,11.0,2,4.0,4.0,8.0,1.0,1.0,"[95834.0, 96128.0]",0.5,3.0,1.5,5.0,3.6,3.0,18.0,5.0,8.4,9.0,42.0,4.0,1.0,1.0,"[96057.0, 96013.0, 96057.0, 95948.0, 95948.0, 95723.0]",0.2,-24.0,-4.800000000000001,2.0,6.0,6.0,12.0,2.0,5.5,5.5,11.0,1.0,1.0,1.0,"[96057.0, 95948.0, 95948.0]",0.5,1.0,0.5,3.0,2.0,3.0,6.0,3.0,10.333333333333334,10.0,31.0,3.0,0.0,0.0,"[96013.0, 96057.0, 95723.0]",0.0,-25.0,-8.333333333333334
Battle Creek Pennfield,95839,2011,1,3.0,3.0,3.0,1,6.0,6.0,6.0,1.0,0.0,[96228.0],0.0,-3.0,-3.0,3.0,3.3333333333333335,4.0,10.0,3.0,5.333333333333333,5.0,16.0,2.0,1.0,1.0,"[95814.0, 96057.0, 96155.0, 96155.0]",0.3333333333333333,-6.0,-1.9999999999999996,,,,,,,,,,,,,,,,3.0,3.3333333333333335,4.0,10.0,3.0,5.333333333333333,5.0,16.0,2.0,1.0,1.0,"[95814.0, 96057.0, 96155.0, 96155.0]",0.3333333333333333,-6.0,-1.9999999999999996
Battle Creek St Philip,95949,2011,3,1.0,1.0,4.0,4,5.5,5.5,22.0,1.0,2.0,"[96123.0, 95985.0, 96123.0, 95985.0]",0.5,-18.0,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay City All Saints,95887,2011,2,6.0,6.0,12.0,2,4.0,4.0,8.0,1.0,1.0,"[96225.0, 95866.0]",0.5,4.0,2.0,3.0,9.666666666666666,13.0,29.0,3.0,5.666666666666667,7.0,17.0,1.0,5.0,2.0,"[nan, nan, 95886.0, 95886.0, 96248.0, 96141.0, 96010.0, 95704.0]",0.6666666666666666,12.0,3.999999999999999,0.0,,,0.0,0.0,,,0.0,0.0,3.0,0.0,"[nan, nan, 95704.0]",,0.0,,3.0,9.666666666666666,13.0,29.0,3.0,5.666666666666667,7.0,17.0,1.0,2.0,2.0,"[95886.0, 95886.0, 96248.0, 96141.0, 96010.0]",0.6666666666666666,12.0,3.999999999999999
Bay City Central,96053,2011,2,4.5,4.5,9.0,2,7.5,7.5,15.0,1.0,1.0,"[95785.0, 95904.0]",0.5,-6.0,-3.0,2.0,3.0,3.0,6.0,2.0,11.0,11.0,22.0,2.0,1.0,0.0,"[95877.0, 96094.0, 96094.0]",0.0,-16.0,-8.0,,,,,,,,,,,,,,,,2.0,3.0,3.0,6.0,2.0,11.0,11.0,22.0,2.0,1.0,0.0,"[95877.0, 96094.0, 96094.0]",0.0,-16.0,-8.0
