teamName,teamId,season_year,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_T,playoff_W,playoff_opponents,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_opponents,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_opponents,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_opponents,away_win_pct,away_run_diff_total,away_run_diff_mean
Detroit East English,495116,2013.0,2,11.5,11.5,23.0,2,12.5,12.5,25.0,1.0,0.0,1.0,"[407845.0, 408056.0]",0.5,-2.0,-1.0,0.0,,,0.0,0.0,,,0.0,0.0,12.0,0.0,"[407910.0, 407940.0, 407734.0, 407734.0, 407845.0, 408043.0, 407648.0, 408188.0, 407995.0, 407910.0, 407940.0, 407845.0]",,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,6.0,0.0,"[407940.0, 407648.0, 408188.0, 407995.0, 407910.0, 407845.0]",,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,6.0,0.0,"[407910.0, 407734.0, 407734.0, 407845.0, 408043.0, 407940.0]",,0.0,
Detroit Edison Public School Academy,409496,2013.0,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,[407727.0],0.0,-1.0,-1.0,1.0,6.0,6.0,6.0,1.0,10.0,10.0,10.0,1.0,0.0,0.0,[408013.0],0.0,-4.0,-4.0,1.0,6.0,6.0,6.0,1.0,10.0,10.0,10.0,1.0,0.0,0.0,[408013.0],0.0,-4.0,-4.0,,,,,,,,,,,,,,,
Detroit Henry Ford,407940,2013.0,1,0.0,0.0,0.0,1,16.0,16.0,16.0,1.0,0.0,0.0,[408223.0],0.0,-16.0,-16.0,1.0,0.0,0.0,0.0,1.0,13.0,13.0,13.0,1.0,10.0,0.0,"[408046.0, 407648.0, 495116.0, 407995.0, 407910.0, 408188.0, 407845.0, 408043.0, 407648.0, 495116.0, 407995.0]",0.0,-13.0,-13.0,1.0,0.0,0.0,0.0,1.0,13.0,13.0,13.0,1.0,5.0,0.0,"[407648.0, 407845.0, 408043.0, 407648.0, 495116.0, 407995.0]",0.0,-13.0,-13.0,0.0,,,0.0,0.0,,,0.0,0.0,5.0,0.0,"[408046.0, 495116.0, 407995.0, 407910.0, 408188.0]",,0.0,
Detroit Henry Ford Academy Creative,409492,2013.0,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,[409500.0],0.0,-15.0,-15.0,4.0,1.75,1.5,7.0,4.0,12.75,12.0,51.0,4.0,7.0,0.0,"[409497.0, 409497.0, 407697.0, 407619.0, 407912.0, 407727.0, 407619.0, nan, 409497.0, 407697.0, 407697.0]",0.0,-44.0,-11.0,1.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,1.0,4.0,0.0,"[409497.0, 409497.0, 407619.0, nan, 407697.0]",0.0,-7.0,-7.0,3.0,1.6666666666666667,1.0,5.0,3.0,14.0,15.0,42.0,3.0,3.0,0.0,"[407697.0, 407619.0, 407912.0, 407727.0, 409497.0, 407697.0]",0.0,-37.0,-12.333333333333334
Detroit Martin Luther King,408032,2013.0,2,4.0,4.0,8.0,2,7.5,7.5,15.0,1.0,0.0,1.0,"[408188.0, 408102.0]",0.5,-7.0,-3.5,4.0,0.75,1.0,3.0,4.0,15.0,16.0,60.0,4.0,8.0,0.0,"[407997.0, 408210.0, 408164.0, 408164.0, 408102.0, 408038.0, 407933.0, 408210.0, 407997.0, 408102.0, 407933.0, 408026.0]",0.0,-57.0,-14.25,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,"[408210.0, 408102.0, 407997.0, 407933.0]",,0.0,,4.0,0.75,1.0,3.0,4.0,15.0,16.0,60.0,4.0,4.0,0.0,"[407997.0, 408164.0, 408164.0, 408038.0, 407933.0, 408210.0, 408102.0, 408026.0]",0.0,-57.0,-14.25
Detroit Mumford,407648,2013.0,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,[407825.0],0.0,-15.0,-15.0,4.0,10.5,11.5,42.0,4.0,2.75,3.0,11.0,1.0,7.0,3.0,"[407940.0, 407845.0, 408043.0, 408188.0, 495116.0, 407995.0, 407910.0, 407940.0, 407845.0, 407845.0, 408043.0]",0.75,31.0,7.75,,,,,,,,,,,,,,,,4.0,10.5,11.5,42.0,4.0,2.75,3.0,11.0,1.0,7.0,3.0,"[407940.0, 407845.0, 408043.0, 408188.0, 495116.0, 407995.0, 407910.0, 407940.0, 407845.0, 407845.0, 408043.0]",0.75,31.0,7.75
Detroit Northwestern,407910,2013.0,1,0.0,0.0,0.0,2,7.0,7.0,14.0,1.0,0.0,0.0,"[408043.0, 408043.0]",0.0,-14.0,-7.0,0.0,,,0.0,0.0,,,0.0,0.0,20.0,0.0,"[495116.0, 407995.0, 408188.0, 407940.0, 407845.0, 408043.0, 407648.0, 495116.0, 407995.0, 408188.0, 495116.0, 407995.0, 408188.0, 407940.0, 407845.0, 408043.0, 407648.0, 495116.0, 407995.0, 408188.0]",,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,12.0,0.0,"[495116.0, 407940.0, 408043.0, 407648.0, 407995.0, 408188.0, 495116.0, 407940.0, 408043.0, 407648.0, 407995.0, 408188.0]",,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,8.0,0.0,"[407995.0, 408188.0, 407845.0, 495116.0, 407995.0, 408188.0, 407845.0, 495116.0]",,0.0,
Detroit Osborn,408043,2013.0,2,3.5,3.5,7.0,2,7.5,7.5,15.0,1.0,0.0,1.0,"[407910.0, 408013.0]",0.5,-8.0,-4.0,2.0,7.0,7.0,14.0,2.0,1.0,1.0,2.0,0.0,8.0,2.0,"[407845.0, 408188.0, 407648.0, 495116.0, 407995.0, 407910.0, 407940.0, 407845.0, 408188.0, 407648.0]",1.0,12.0,6.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,5.0,1.0,"[408188.0, 407648.0, 495116.0, 407995.0, 407845.0, 407648.0]",1.0,1.0,1.0,1.0,11.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,"[407845.0, 407910.0, 407940.0, 408188.0]",1.0,11.0,11.0
Detroit Pershing,407995,2013.0,1,2.0,2.0,2.0,1,17.0,17.0,17.0,1.0,0.0,0.0,[408013.0],0.0,-15.0,-15.0,1.0,2.0,2.0,2.0,1.0,21.0,21.0,21.0,1.0,12.0,0.0,"[407638.0, 408188.0, 407910.0, 407940.0, 407638.0, 407845.0, 408043.0, 407648.0, 495116.0, 408188.0, 407910.0, 407940.0, 407638.0]",0.0,-19.0,-19.0,0.0,,,0.0,0.0,,,0.0,0.0,6.0,0.0,"[407638.0, 407910.0, 407940.0, 407845.0, 407648.0, 408188.0]",,0.0,,1.0,2.0,2.0,2.0,1.0,21.0,21.0,21.0,1.0,6.0,0.0,"[408188.0, 407638.0, 408043.0, 495116.0, 407910.0, 407940.0, 407638.0]",0.0,-19.0,-19.0
Detroit Renaissance,407997,2013.0,1,1.0,1.0,1.0,1,19.0,19.0,19.0,1.0,0.0,0.0,[408026.0],0.0,-18.0,-18.0,4.0,2.5,1.5,10.0,4.0,12.0,11.0,48.0,4.0,8.0,0.0,"[408032.0, 407675.0, 407933.0, 408210.0, 408102.0, 407933.0, 408032.0, 408210.0, 407734.0, 408102.0, 407675.0, 407675.0]",0.0,-38.0,-9.5,1.0,2.0,2.0,2.0,1.0,11.0,11.0,11.0,1.0,3.0,0.0,"[408032.0, 407933.0, 408210.0, 408102.0]",0.0,-9.0,-9.0,3.0,2.6666666666666665,1.0,8.0,3.0,12.333333333333334,11.0,37.0,3.0,5.0,0.0,"[407675.0, 408210.0, 408102.0, 407933.0, 408032.0, 407734.0, 407675.0, 407675.0]",0.0,-29.0,-9.666666666666668
Detroit U-D Jesuit,407825,2013.0,5,6.8,4.0,34.0,5,3.0,2.0,15.0,1.0,0.0,4.0,"[407648.0, 408026.0, 408102.0, 407731.0, 407750.0]",0.8,19.0,3.8,25.0,5.76,4.0,144.0,25.0,4.48,4.0,112.0,9.0,3.0,16.0,"[407911.0, 407650.0, 407650.0, 407891.0, 407969.0, 407969.0, 407724.0, 407724.0, 407874.0, 407874.0, 407720.0, 407720.0, 407913.0, 407913.0, 407724.0, 407724.0, 407969.0, 407969.0, 407874.0, 407874.0, 407720.0, 407720.0, 407913.0, 407913.0, 408057.0, 407731.0, 407679.0, 407773.0]",0.64,32.0,1.2799999999999994,11.0,5.545454545454546,4.0,61.0,11.0,4.818181818181818,5.0,53.0,5.0,1.0,6.0,"[407911.0, 407891.0, 407969.0, 407969.0, 407720.0, 407720.0, 407724.0, 407724.0, 407874.0, 407874.0, 407913.0, 407913.0]",0.5454545454545454,8.0,0.7272727272727275,14.0,5.928571428571429,4.5,83.0,14.0,4.214285714285714,3.0,59.0,4.0,2.0,10.0,"[407650.0, 407650.0, 407724.0, 407724.0, 407874.0, 407874.0, 407913.0, 407913.0, 407969.0, 407969.0, 407720.0, 407720.0, 408057.0, 407731.0, 407679.0, 407773.0]",0.7142857142857143,24.0,1.7142857142857144
Detroit Western International,408102,2013.0,3,10.666666666666666,15.0,32.0,3,2.0,1.0,6.0,1.0,0.0,2.0,"[407933.0, 408032.0, 407825.0]",0.6666666666666666,26.0,8.666666666666666,12.0,6.5,5.5,78.0,12.0,3.0833333333333335,3.0,37.0,2.0,10.0,10.0,"[407797.0, 407694.0, 407675.0, 407831.0, 407694.0, 408210.0, 407933.0, 408032.0, 407731.0, 408036.0, 407997.0, 407874.0, 407933.0, 408032.0, 407618.0, 407618.0, 407997.0, 407720.0, 407720.0, 408210.0, 407675.0, 407650.0]",0.8333333333333334,41.0,3.4166666666666665,4.0,8.0,5.5,32.0,4.0,2.25,2.5,9.0,0.0,3.0,4.0,"[407797.0, 407694.0, 408210.0, 407997.0, 407933.0, 408032.0, 407675.0]",1.0,23.0,5.75,8.0,5.75,5.5,46.0,8.0,3.5,3.0,28.0,2.0,7.0,6.0,"[407675.0, 407831.0, 407694.0, 407933.0, 408032.0, 407731.0, 408036.0, 407874.0, 407618.0, 407618.0, 407997.0, 407720.0, 407720.0, 408210.0, 407650.0]",0.75,18.0,2.25
Dexter,407698,2013.0,1,2.0,2.0,2.0,1,3.0,3.0,3.0,1.0,0.0,0.0,[407678.0],0.0,-1.0,-1.0,22.0,5.136363636363637,4.5,113.0,22.0,4.909090909090909,5.0,108.0,12.0,6.0,10.0,"[407724.0, 407724.0, 407952.0, 407952.0, 407889.0, 407765.0, 407832.0, 407832.0, 407678.0, 408031.0, 408031.0, 408061.0, 408061.0, 407695.0, 407695.0, 407833.0, 407828.0, 407828.0, 407678.0, 407905.0, 407717.0, 407717.0, 407803.0, 407803.0, 407662.0, 407695.0, 408088.0, 408088.0]",0.45454545454545453,5.0,0.22727272727272751,12.0,4.166666666666667,3.0,50.0,12.0,3.6666666666666665,4.0,44.0,7.0,0.0,5.0,"[407724.0, 407724.0, 407832.0, 407832.0, 408031.0, 408031.0, 408061.0, 408061.0, 407717.0, 407717.0, 408088.0, 408088.0]",0.4166666666666667,6.0,0.5000000000000004,10.0,6.3,6.0,63.0,10.0,6.4,5.5,64.0,5.0,6.0,5.0,"[407952.0, 407952.0, 407889.0, 407765.0, 407678.0, 407695.0, 407695.0, 407833.0, 407828.0, 407828.0, 407678.0, 407905.0, 407803.0, 407803.0, 407662.0, 407695.0]",0.5,-1.0,-0.10000000000000053
Dowagiac,407890,2013.0,2,4.0,4.0,8.0,2,2.5,2.5,5.0,1.0,0.0,1.0,"[407647.0, 407635.0]",0.5,3.0,1.5,9.0,2.6666666666666665,2.0,24.0,9.0,6.444444444444445,5.0,58.0,7.0,11.0,2.0,"[408025.0, 408000.0, 407635.0, 408980.0, 407659.0, 407659.0, 407768.0, 408084.0, 407867.0, 407867.0, 407871.0, 407871.0, 407866.0, 408103.0, 407635.0, 408119.0, 407714.0, 407714.0, 407796.0, 408108.0]",0.2222222222222222,-34.0,-3.777777777777778,5.0,3.8,3.0,19.0,5.0,5.8,4.0,29.0,3.0,7.0,2.0,"[408000.0, 407635.0, 408980.0, 407768.0, 408084.0, 407871.0, 407871.0, 408103.0, 407635.0, 407714.0, 407714.0, 407796.0]",0.4,-10.0,-2.0,4.0,1.25,1.0,5.0,4.0,7.25,7.5,29.0,4.0,4.0,0.0,"[408025.0, 407659.0, 407659.0, 407867.0, 407867.0, 407866.0, 408119.0, 408108.0]",0.0,-24.0,-6.0
Dryden,407741,2013.0,3,10.0,13.0,30.0,3,3.6666666666666665,0.0,11.0,1.0,0.0,2.0,"[407942.0, 408209.0, 407826.0]",0.6666666666666666,19.0,6.333333333333334,9.0,4.777777777777778,4.0,43.0,9.0,4.111111111111111,3.0,37.0,4.0,9.0,5.0,"[407903.0, 407882.0, 407957.0, 407991.0, 408189.0, 408189.0, 408055.0, 408055.0, 407735.0, 407826.0, 407826.0, 407795.0, 408117.0, 407994.0, 407808.0, 407991.0, 407735.0, 407942.0]",0.5555555555555556,6.0,0.666666666666667,4.0,6.75,6.5,27.0,4.0,4.0,3.5,16.0,1.0,5.0,3.0,"[407957.0, 408055.0, 408055.0, 407735.0, 407826.0, 407826.0, 407795.0, 407808.0, 407735.0]",0.75,11.0,2.75,5.0,3.2,1.0,16.0,5.0,4.2,3.0,21.0,3.0,4.0,2.0,"[407903.0, 407882.0, 407991.0, 408189.0, 408189.0, 408117.0, 407994.0, 407991.0, 407942.0]",0.4,-5.0,-1.0
Dundee,407907,2013.0,1,3.0,3.0,3.0,1,8.0,8.0,8.0,1.0,0.0,0.0,[407928.0],0.0,-5.0,-5.0,6.0,5.166666666666667,5.0,31.0,6.0,3.8333333333333335,4.0,23.0,4.0,7.0,2.0,"[407732.0, 407732.0, 408155.0, 408121.0, 408121.0, 407928.0, 407928.0, 407932.0, 407932.0, 407704.0, 407834.0, 407834.0, 407928.0]",0.3333333333333333,8.0,1.3333333333333335,2.0,8.0,8.0,16.0,2.0,3.5,3.5,7.0,1.0,3.0,1.0,"[408155.0, 408121.0, 408121.0, 407834.0, 407834.0]",0.5,9.0,4.5,4.0,3.75,3.5,15.0,4.0,4.0,4.0,16.0,3.0,4.0,1.0,"[407732.0, 407732.0, 407928.0, 407928.0, 407932.0, 407932.0, 407704.0, 407928.0]",0.25,-1.0,-0.25
Durand,407957,2013.0,3,8.333333333333334,9.0,25.0,3,2.0,2.0,6.0,1.0,0.0,2.0,"[408055.0, 408189.0, 407774.0]",0.6666666666666666,19.0,6.333333333333334,21.0,9.047619047619047,8.0,190.0,21.0,2.5238095238095237,2.0,53.0,3.0,6.0,18.0,"[407700.0, 408055.0, 407741.0, 407806.0, 407806.0, 408123.0, 408123.0, 408112.0, 408112.0, 407991.0, 407991.0, 407917.0, 407917.0, 408196.0, 408196.0, 408111.0, 408111.0, 407883.0, 407883.0, 407723.0, 407723.0, 408060.0, 408060.0, 407826.0, 407672.0, 407614.0, 407735.0]",0.8571428571428571,137.0,6.523809523809524,12.0,12.083333333333334,11.0,145.0,12.0,1.9166666666666667,0.5,23.0,0.0,2.0,12.0,"[408055.0, 407806.0, 407806.0, 408112.0, 408112.0, 407991.0, 407991.0, 407917.0, 407917.0, 408111.0, 408111.0, 407672.0, 407614.0, 407735.0]",1.0,122.0,10.166666666666668,9.0,5.0,4.0,45.0,9.0,3.3333333333333335,3.0,30.0,3.0,4.0,6.0,"[407700.0, 407741.0, 408123.0, 408123.0, 408196.0, 408196.0, 407883.0, 407883.0, 407723.0, 407723.0, 408060.0, 408060.0, 407826.0]",0.6666666666666666,15.0,1.6666666666666665
East Detroit,407684,2013.0,1,3.0,3.0,3.0,1,13.0,13.0,13.0,1.0,0.0,0.0,[407706.0],0.0,-10.0,-10.0,26.0,5.1923076923076925,3.5,135.0,26.0,6.423076923076923,5.0,167.0,13.0,3.0,13.0,"[408221.0, 407841.0, 407722.0, 407922.0, 407922.0, 408095.0, 407873.0, 407873.0, 408056.0, 407607.0, 407607.0, 407660.0, 407660.0, 407831.0, 407831.0, 408013.0, 408013.0, 408163.0, 408163.0, 408056.0, 407638.0, 407638.0, 407780.0, 407710.0, 408221.0, 408221.0, 407813.0, 407813.0, 407813.0]",0.5,-32.0,-1.2307692307692308,17.0,5.529411764705882,4.0,94.0,17.0,5.235294117647059,4.0,89.0,7.0,1.0,10.0,"[408221.0, 407722.0, 408095.0, 407607.0, 407831.0, 408013.0, 408013.0, 408163.0, 408056.0, 407638.0, 407638.0, 407780.0, 407710.0, 408221.0, 408221.0, 407813.0, 407813.0, 407813.0]",0.5882352941176471,5.0,0.2941176470588234,9.0,4.555555555555555,3.0,41.0,9.0,8.666666666666666,6.0,78.0,6.0,2.0,3.0,"[407841.0, 407922.0, 407922.0, 407873.0, 407873.0, 408056.0, 407607.0, 407660.0, 407660.0, 407831.0, 408163.0]",0.3333333333333333,-37.0,-4.111111111111111
East Grand Rapids,408175,2013.0,2,11.0,11.0,22.0,2,6.0,6.0,12.0,1.0,0.0,1.0,"[408191.0, 408107.0]",0.5,10.0,5.0,14.0,5.285714285714286,5.0,74.0,14.0,7.285714285714286,6.5,102.0,8.0,12.0,5.0,"[407868.0, 408144.0, 407902.0, 404973.0, 407974.0, 404973.0, 404973.0, 408107.0, 408107.0, 408051.0, 408051.0, 408054.0, 408054.0, 407868.0, 408041.0, 407868.0, 407886.0, 407886.0, 407886.0, 407886.0, 407974.0, 407724.0, 408002.0, 408183.0, 408183.0]",0.35714285714285715,-28.0,-2.0,5.0,8.0,7.0,40.0,5.0,5.8,5.0,29.0,2.0,10.0,3.0,"[408144.0, 407902.0, 404973.0, 408107.0, 408051.0, 408051.0, 408041.0, 407868.0, 407886.0, 407886.0, 407974.0, 407724.0, 408002.0, 408183.0, 408183.0]",0.6,11.0,2.2,9.0,3.7777777777777777,5.0,34.0,9.0,8.11111111111111,8.0,73.0,6.0,2.0,2.0,"[407868.0, 407974.0, 404973.0, 404973.0, 408107.0, 408054.0, 408054.0, 407868.0, 407886.0, 407886.0]",0.2222222222222222,-39.0,-4.333333333333333
East Jackson,408100,2013.0,1,1.0,1.0,1.0,1,7.0,7.0,7.0,1.0,0.0,0.0,[407740.0],0.0,-6.0,-6.0,19.0,3.3157894736842106,2.0,63.0,19.0,10.052631578947368,11.0,191.0,16.0,1.0,3.0,"[407740.0, 407740.0, 407802.0, 407897.0, 407897.0, 407803.0, 408168.0, 408168.0, 408081.0, 408081.0, 407784.0, 407784.0, 407946.0, 407946.0, 407747.0, 407747.0, 407838.0, 407838.0, 407632.0, 407632.0]",0.15789473684210525,-128.0,-6.7368421052631575,10.0,3.7,1.5,37.0,10.0,12.8,13.5,128.0,9.0,0.0,1.0,"[407740.0, 407740.0, 408168.0, 408081.0, 407784.0, 407946.0, 407946.0, 407747.0, 407747.0, 407838.0]",0.1,-91.0,-9.100000000000001,9.0,2.888888888888889,2.0,26.0,9.0,7.0,6.0,63.0,7.0,1.0,2.0,"[407802.0, 407897.0, 407897.0, 407803.0, 408168.0, 408081.0, 407784.0, 407838.0, 407632.0, 407632.0]",0.2222222222222222,-37.0,-4.111111111111111
East Jordan,407613,2013.0,2,6.0,6.0,12.0,2,8.0,8.0,16.0,1.0,0.0,1.0,"[407786.0, 408162.0]",0.5,-4.0,-2.0,13.0,3.6923076923076925,4.0,48.0,13.0,8.923076923076923,9.0,116.0,10.0,10.0,3.0,"[407993.0, 407674.0, 407877.0, 407877.0, 407970.0, 407970.0, 407786.0, 407827.0, 407827.0, 408093.0, 408093.0, 408162.0, 408162.0, 407674.0, nan, 408197.0, 407986.0, 407986.0, 407904.0, 407904.0, 407786.0, 407786.0, 407798.0]",0.23076923076923078,-68.0,-5.230769230769231,2.0,6.0,6.0,12.0,2.0,12.0,12.0,24.0,1.0,5.0,1.0,"[407993.0, 407877.0, 407877.0, 407786.0, nan, 407786.0, 407786.0]",0.5,-12.0,-6.0,11.0,3.272727272727273,4.0,36.0,11.0,8.363636363636363,9.0,92.0,9.0,5.0,2.0,"[407674.0, 407970.0, 407970.0, 407827.0, 407827.0, 408093.0, 408093.0, 408162.0, 408162.0, 407674.0, 408197.0, 407986.0, 407986.0, 407904.0, 407904.0, 407798.0]",0.18181818181818182,-56.0,-5.09090909090909
East Kentwood,408002,2013.0,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,[407974.0],0.0,-1.0,-1.0,4.0,1.5,1.0,6.0,4.0,9.75,9.5,39.0,4.0,14.0,0.0,"[407888.0, 407886.0, 408051.0, 408051.0, 407849.0, 407728.0, 407822.0, 407822.0, 407976.0, 408062.0, 408062.0, 408098.0, 408098.0, 408175.0, 407724.0, 407848.0, 407848.0, 408107.0]",0.0,-33.0,-8.25,2.0,2.5,2.5,5.0,2.0,16.5,16.5,33.0,2.0,9.0,0.0,"[407888.0, 408051.0, 408051.0, 407849.0, 407728.0, 407822.0, 407822.0, 407976.0, 408098.0, 407724.0, 408107.0]",0.0,-28.0,-14.0,2.0,0.5,0.5,1.0,2.0,3.0,3.0,6.0,2.0,5.0,0.0,"[407886.0, 408062.0, 408062.0, 408098.0, 408175.0, 407848.0, 407848.0]",0.0,-5.0,-2.5
East Lansing,407851,2013.0,1,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,0.0,0.0,[407823.0],0.0,-1.0,-1.0,25.0,7.48,8.0,187.0,25.0,4.04,4.0,101.0,9.0,6.0,16.0,"[407823.0, 407823.0, 408127.0, 408127.0, 408110.0, 408110.0, 407715.0, 407715.0, 407636.0, 407636.0, 407730.0, 407730.0, 407861.0, 407861.0, 407749.0, 407749.0, 407703.0, 408202.0, 407759.0, 407759.0, 408151.0, 408151.0, 407639.0, 407639.0, 407614.0, 407614.0, 408165.0, 408165.0, 408039.0, 408021.0, 408021.0]",0.64,86.0,3.4400000000000004,14.0,7.857142857142857,8.0,110.0,14.0,3.857142857142857,4.0,54.0,5.0,2.0,9.0,"[407823.0, 407823.0, 408110.0, 408110.0, 407636.0, 407636.0, 407730.0, 407730.0, 408202.0, 407759.0, 407759.0, 407614.0, 407614.0, 408165.0, 408165.0, 408039.0]",0.6428571428571429,56.0,3.9999999999999996,11.0,7.0,8.0,77.0,11.0,4.2727272727272725,4.0,47.0,4.0,4.0,7.0,"[408127.0, 408127.0, 407715.0, 407715.0, 407861.0, 407861.0, 407749.0, 407749.0, 407703.0, 408151.0, 408151.0, 407639.0, 407639.0, 408021.0, 408021.0]",0.6363636363636364,30.0,2.7272727272727275
Eaton Rapids,407856,2013.0,4,4.25,4.0,17.0,4,2.25,2.0,9.0,1.0,0.0,3.0,"[407738.0, 407816.0, 408110.0, 407848.0]",0.75,8.0,2.0,25.0,6.84,5.0,171.0,25.0,2.76,2.0,69.0,7.0,1.0,17.0,"[408076.0, 408076.0, 408003.0, 408003.0, 407639.0, 407639.0, 408123.0, 407614.0, 407614.0, 407959.0, 407959.0, 407816.0, 407816.0, 407636.0, 407636.0, 407738.0, 407738.0, 407813.0, 407813.0, 407705.0, 407705.0, 408009.0, 407810.0, 408124.0, 408124.0]",0.68,102.0,4.08,8.0,5.5,4.5,44.0,8.0,2.375,2.0,19.0,1.0,0.0,7.0,"[408123.0, 407738.0, 407738.0, 407705.0, 407705.0, 407810.0, 408124.0, 408124.0]",0.875,25.0,3.125,17.0,7.470588235294118,7.0,127.0,17.0,2.9411764705882355,2.0,50.0,6.0,1.0,10.0,"[408076.0, 408076.0, 408003.0, 408003.0, 407639.0, 407639.0, 407614.0, 407614.0, 407959.0, 407959.0, 407816.0, 407816.0, 407636.0, 407636.0, 407813.0, 407813.0, 408009.0]",0.5882352941176471,77.0,4.529411764705882
Eau Claire,409495,2013.0,2,3.5,3.5,7.0,2,6.0,6.0,12.0,1.0,0.0,1.0,"[407676.0, 407716.0]",0.5,-5.0,-2.5,3.0,1.0,0.0,3.0,3.0,5.666666666666667,7.0,17.0,2.0,19.0,1.0,"[407796.0, 407676.0, 408258.0, 407716.0, 408000.0, 407664.0, 407664.0, 408075.0, 407707.0, 408025.0, 408108.0, 637285.0, 408012.0, 408012.0, 408012.0, 408258.0, 407676.0, 407771.0, 408214.0, 408201.0, 408025.0, 407950.0]",0.3333333333333333,-14.0,-4.666666666666667,0.0,,,0.0,0.0,,,0.0,0.0,10.0,0.0,"[407796.0, 408000.0, 408075.0, 408108.0, 637285.0, 408258.0, 407676.0, 407771.0, 408214.0, 408201.0]",,0.0,,3.0,1.0,0.0,3.0,3.0,5.666666666666667,7.0,17.0,2.0,9.0,1.0,"[407676.0, 408258.0, 407716.0, 407664.0, 407664.0, 407707.0, 408025.0, 408012.0, 408012.0, 408012.0, 408025.0, 407950.0]",0.3333333333333333,-14.0,-4.666666666666667
Eben Junction Superior Central,407975,2013.0,1,0.0,0.0,0.0,3,8.0,8.0,24.0,1.0,0.0,0.0,"[495602.0, 495602.0, 495602.0]",0.0,-24.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecorse,409501,2013.0,1,0.0,0.0,0.0,1,4.0,4.0,4.0,1.0,0.0,0.0,[407697.0],0.0,-4.0,-4.0,5.0,11.6,15.0,58.0,5.0,11.4,10.0,57.0,3.0,2.0,2.0,"[407665.0, 407665.0, 407697.0, 407912.0, 409500.0, 408219.0, 407697.0]",0.4,1.0,0.1999999999999993,4.0,14.25,16.0,57.0,4.0,11.75,13.5,47.0,2.0,0.0,2.0,"[407665.0, 407665.0, 409500.0, 407697.0]",0.5,10.0,2.5,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,2.0,0.0,"[407697.0, 407912.0, 408219.0]",0.0,-9.0,-9.0
Edwardsburg,407871,2013.0,2,7.5,7.5,15.0,2,4.0,4.0,8.0,1.0,0.0,1.0,"[408009.0, 407635.0]",0.5,7.0,3.5,25.0,6.76,7.0,169.0,25.0,4.2,4.0,105.0,8.0,0.0,17.0,"[408486.0, 407939.0, 409124.0, 407753.0, 407753.0, 407866.0, 407866.0, 408084.0, 408084.0, 408075.0, 408075.0, 407635.0, 407635.0, 407890.0, 407890.0, 407647.0, 407647.0, 407867.0, 407867.0, 407659.0, 408009.0, 408009.0, 408084.0, 408000.0, 408000.0]",0.68,64.0,2.5599999999999996,12.0,7.75,7.0,93.0,12.0,3.75,4.0,45.0,3.0,0.0,9.0,"[407753.0, 407753.0, 408075.0, 408075.0, 407635.0, 407635.0, 407867.0, 407867.0, 408009.0, 408009.0, 408000.0, 408000.0]",0.75,48.0,4.0,13.0,5.846153846153846,5.0,76.0,13.0,4.615384615384615,4.0,60.0,5.0,0.0,8.0,"[408486.0, 407939.0, 409124.0, 407866.0, 407866.0, 408084.0, 408084.0, 407890.0, 407890.0, 407647.0, 407647.0, 407659.0, 408084.0]",0.6153846153846154,16.0,1.2307692307692308
