teamName,teamId,season_year,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_T,playoff_W,playoff_opponents,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_opponents,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_opponents,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_opponents,away_win_pct,away_run_diff_total,away_run_diff_mean
Dearborn,642946,2014,2,2.5,2.5,5.0,2,5.5,5.5,11.0,1.0,0.0,1.0,"[642915.0, 642600.0]",0.5,-6.0,-3.0,20.0,3.7,4.0,74.0,20.0,8.45,9.0,169.0,17.0,17.0,3.0,"[642634.0, 642480.0, 642480.0, 642461.0, 642471.0, 642915.0, 642506.0, 642727.0, 642856.0, 642634.0, 642970.0, 642710.0, 642546.0, 642727.0, 642969.0, 642795.0, 642709.0, 642600.0, 642976.0, 642546.0, 644308.0, 642993.0, 642905.0, 642969.0, 642969.0, 642824.0, 642824.0, 642709.0, 642824.0, 642471.0, 642824.0, 642976.0, 642755.0, 642755.0, 642969.0, 642969.0, 642546.0]",0.15,-95.0,-4.749999999999999,6.0,3.1666666666666665,3.5,19.0,6.0,10.666666666666666,11.0,64.0,5.0,10.0,1.0,"[642471.0, 642506.0, 642727.0, 642970.0, 642727.0, 642969.0, 642709.0, 642976.0, 642546.0, 644308.0, 642993.0, 642905.0, 642824.0, 642824.0, 642471.0, 642546.0]",0.16666666666666666,-45.0,-7.5,14.0,3.9285714285714284,4.0,55.0,14.0,7.5,8.5,105.0,12.0,7.0,2.0,"[642634.0, 642480.0, 642480.0, 642461.0, 642915.0, 642856.0, 642634.0, 642710.0, 642546.0, 642795.0, 642600.0, 642969.0, 642969.0, 642709.0, 642824.0, 642824.0, 642976.0, 642755.0, 642755.0, 642969.0, 642969.0]",0.14285714285714285,-50.0,-3.5714285714285716
Dearborn Divine Child,642692,2014,4,7.5,8.0,30.0,4,0.75,0.0,3.0,1.0,0.0,3.0,"[642856.0, 642546.0, 642993.0, 642622.0]",0.75,27.0,6.75,20.0,4.1,3.0,82.0,20.0,4.6,4.0,92.0,11.0,14.0,9.0,"[642731.0, 642731.0, 642824.0, 642787.0, 642540.0, 642540.0, 642969.0, 642969.0, 642544.0, 642544.0, 642644.0, 642644.0, 642731.0, 642731.0, 642787.0, 642787.0, 642540.0, 642540.0, 642544.0, 642544.0, 642731.0, 642731.0, 642644.0, 642644.0, 642540.0, 642703.0, 642703.0, 643009.0, 643009.0, 642709.0, 642892.0, 642892.0, 642856.0, 642515.0]",0.45,-10.0,-0.5,10.0,3.3,2.5,33.0,10.0,3.3,2.0,33.0,6.0,5.0,4.0,"[642731.0, 642731.0, 642644.0, 642644.0, 642787.0, 642787.0, 642540.0, 642540.0, 642544.0, 642544.0, 642731.0, 642731.0, 642540.0, 642856.0, 642515.0]",0.4,0.0,0.0,10.0,4.9,5.0,49.0,10.0,5.9,6.5,59.0,5.0,9.0,5.0,"[642824.0, 642787.0, 642540.0, 642540.0, 642969.0, 642969.0, 642544.0, 642544.0, 642731.0, 642731.0, 642644.0, 642644.0, 642703.0, 642703.0, 643009.0, 643009.0, 642709.0, 642892.0, 642892.0]",0.5,-10.0,-1.0
Dearborn Edsel Ford,642709,2014,2,3.0,3.0,6.0,2,3.0,3.0,6.0,1.0,0.0,1.0,"[642774.0, 642600.0]",0.5,0.0,0.0,18.0,6.166666666666667,6.0,111.0,18.0,6.5,5.0,117.0,10.0,11.0,8.0,"[642970.0, 642480.0, 642480.0, 642953.0, nan, 642795.0, 642634.0, 642634.0, 642824.0, 642552.0, 642552.0, 642552.0, 642727.0, 642727.0, 642546.0, 642946.0, 642710.0, 642710.0, 642969.0, 642976.0, 642993.0, 642905.0, 642824.0, 642946.0, 642546.0, 642969.0, 642969.0, 642692.0, 642976.0]",0.4444444444444444,-6.0,-0.33333333333333304,10.0,7.7,6.5,77.0,10.0,6.1,5.0,61.0,4.0,7.0,6.0,"[642480.0, 642480.0, nan, 642795.0, 642634.0, 642634.0, 642824.0, 642546.0, 642710.0, 642710.0, 642969.0, 642976.0, 642993.0, 642905.0, 642946.0, 642969.0, 642692.0]",0.6,16.0,1.6000000000000005,8.0,4.25,2.0,34.0,8.0,7.0,5.0,56.0,6.0,4.0,2.0,"[642970.0, 642953.0, 642552.0, 642552.0, 642552.0, 642727.0, 642727.0, 642946.0, 642824.0, 642546.0, 642969.0, 642976.0]",0.25,-22.0,-2.75
Dearborn Fordson,642915,2014,1,0.0,0.0,0.0,1,4.0,4.0,4.0,1.0,0.0,0.0,[642946.0],0.0,-4.0,-4.0,11.0,3.1818181818181817,2.0,35.0,11.0,10.363636363636363,11.0,114.0,9.0,10.0,2.0,"[642946.0, 642542.0, 642515.0, 642985.0, 642856.0, 644308.0, 642970.0, 642629.0, 642629.0, 642516.0, nan, 642515.0, 643012.0, 642485.0, 642981.0, 642970.0, 642856.0, 642546.0, 642546.0, 642970.0, 643012.0]",0.18181818181818182,-79.0,-7.181818181818182,4.0,0.5,0.0,2.0,4.0,13.0,13.5,52.0,4.0,6.0,0.0,"[642946.0, 642542.0, 642985.0, 644308.0, nan, 642515.0, 642485.0, 642970.0, 642856.0, 642970.0]",0.0,-50.0,-12.5,7.0,4.714285714285714,5.0,33.0,7.0,8.857142857142858,9.0,62.0,5.0,4.0,2.0,"[642515.0, 642856.0, 642970.0, 642629.0, 642629.0, 642516.0, 643012.0, 642981.0, 642546.0, 642546.0, 643012.0]",0.2857142857142857,-29.0,-4.142857142857143
Dearborn Heights Annapolis,642856,2014,1,0.0,0.0,0.0,1,8.0,8.0,8.0,1.0,0.0,0.0,[642692.0],0.0,-8.0,-8.0,8.0,4.5,2.5,36.0,8.0,5.0,4.0,40.0,3.0,7.0,5.0,"[642634.0, 642946.0, 642845.0, 642481.0, 642970.0, 642515.0, 642824.0, 642915.0, 642795.0, 643012.0, 643012.0, 642970.0, 642515.0, 642915.0, 642692.0]",0.625,-4.0,-0.5,4.0,2.0,2.0,8.0,4.0,3.5,2.0,14.0,1.0,3.0,3.0,"[642634.0, 642946.0, 642970.0, 642824.0, 642915.0, 642795.0, 642515.0]",0.75,-6.0,-1.5,4.0,7.0,6.0,28.0,4.0,6.5,7.0,26.0,2.0,4.0,2.0,"[642845.0, 642481.0, 642515.0, 643012.0, 643012.0, 642970.0, 642915.0, 642692.0]",0.5,2.0,0.5
Dearborn Heights Crestwood,642824,2014,3,6.666666666666667,5.0,20.0,3,2.0,2.0,6.0,1.0,0.0,2.0,"[642461.0, 642976.0, 642905.0]",0.6666666666666666,14.0,4.666666666666667,27.0,7.518518518518518,7.0,203.0,27.0,5.888888888888889,4.0,159.0,10.0,17.0,16.0,"[642600.0, 642985.0, 642985.0, 642692.0, 642515.0, 642953.0, 642774.0, 642774.0, 642634.0, 642439.0, 642727.0, 642727.0, 642905.0, 642985.0, 642969.0, 642709.0, 642969.0, 642993.0, 642993.0, 642993.0, 642795.0, 642856.0, 642976.0, 642546.0, 642969.0, 642969.0, 642461.0, 642546.0, 642514.0, 642709.0, 642946.0, 642946.0, 642970.0, 642970.0, 642976.0, 642946.0, 642946.0, 642546.0, 642844.0, 642710.0, 642710.0, 642854.0, 642854.0]",0.5925925925925926,44.0,1.6296296296296289,13.0,6.384615384615385,7.0,83.0,13.0,4.076923076923077,3.0,53.0,4.0,5.0,8.0,"[642692.0, 642515.0, 642634.0, 642985.0, 642969.0, 642993.0, 642993.0, 642993.0, 642546.0, 642709.0, 642970.0, 642970.0, 642976.0, 642946.0, 642946.0, 642710.0, 642710.0]",0.6153846153846154,30.0,2.3076923076923084,14.0,8.571428571428571,8.0,120.0,14.0,7.571428571428571,7.5,106.0,6.0,12.0,8.0,"[642600.0, 642985.0, 642985.0, 642953.0, 642774.0, 642774.0, 642439.0, 642727.0, 642727.0, 642905.0, 642969.0, 642709.0, 642795.0, 642856.0, 642976.0, 642969.0, 642969.0, 642461.0, 642546.0, 642514.0, 642946.0, 642946.0, 642546.0, 642844.0, 642854.0, 642854.0]",0.5714285714285714,14.0,1.0
Dearborn Heights Robichaud,642485,2014,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,[642993.0],0.0,-15.0,-15.0,2.0,4.0,4.0,8.0,2.0,19.0,19.0,38.0,2.0,15.0,0.0,"[642504.0, 642968.0, 642732.0, 642970.0, 642504.0, 642515.0, nan, 643018.0, 643018.0, 642968.0, 642970.0, 642915.0, nan, nan, 642515.0, 643018.0, 643018.0]",0.0,-30.0,-15.0,2.0,4.0,4.0,8.0,2.0,19.0,19.0,38.0,2.0,9.0,0.0,"[642504.0, 642970.0, 642504.0, nan, 643018.0, 643018.0, nan, nan, 642515.0, 643018.0, 643018.0]",0.0,-30.0,-15.0,0.0,,,0.0,0.0,,,0.0,0.0,6.0,0.0,"[642968.0, 642732.0, 642515.0, 642968.0, 642970.0, 642915.0]",,0.0,
Dearborn Henry Ford Academy,643031,2014,1,0.0,0.0,0.0,1,10.0,10.0,10.0,1.0,0.0,0.0,[642530.0],0.0,-10.0,-10.0,7.0,9.714285714285714,11.0,68.0,7.0,4.714285714285714,3.0,33.0,4.0,8.0,3.0,"[643039.0, 642785.0, 1497978.0, 1497977.0, 642845.0, 642442.0, 642845.0, 643039.0, 1497978.0, 1497977.0, 1497977.0, 642439.0, 642442.0, 642439.0, 642439.0]",0.42857142857142855,35.0,4.999999999999999,3.0,14.333333333333334,13.0,43.0,3.0,5.0,5.0,15.0,1.0,6.0,2.0,"[642785.0, 1497978.0, 1497977.0, 642442.0, 642845.0, 643039.0, 1497977.0, 1497977.0, 642442.0]",0.6666666666666666,28.0,9.333333333333334,4.0,6.25,5.5,25.0,4.0,4.5,2.5,18.0,3.0,2.0,1.0,"[643039.0, 642845.0, 1497978.0, 642439.0, 642439.0, 642439.0]",0.25,7.0,1.75
Dearborn Hts Star International,643039,2014,1,0.0,0.0,0.0,1,17.0,17.0,17.0,1.0,0.0,0.0,[642703.0],0.0,-17.0,-17.0,4.0,2.0,1.0,8.0,4.0,10.75,10.5,43.0,4.0,6.0,0.0,"[642504.0, 643031.0, 642439.0, 1497978.0, 1497977.0, 643031.0, 642439.0, 1497978.0, 1497978.0, 642439.0]",0.0,-35.0,-8.75,2.0,4.0,4.0,8.0,2.0,9.0,9.0,18.0,2.0,4.0,0.0,"[642504.0, 643031.0, 642439.0, 1497977.0, 1497978.0, 1497978.0]",0.0,-10.0,-5.0,2.0,0.0,0.0,0.0,2.0,12.5,12.5,25.0,2.0,2.0,0.0,"[1497978.0, 643031.0, 642439.0, 642439.0]",0.0,-25.0,-12.5
Decatur,642539,2014,8,7.0,5.0,56.0,8,2.875,2.0,23.0,1.0,0.0,7.0,"[642807.0, 642768.0, 642806.0, 642790.0, 642455.0, 642876.0, 644312.0, 642443.0]",0.875,33.0,4.125,22.0,7.954545454545454,7.0,175.0,22.0,2.8181818181818183,1.5,62.0,6.0,7.0,16.0,"[642521.0, 642798.0, 642798.0, 642589.0, 642589.0, 642684.0, 642719.0, 642719.0, 642708.0, 642892.0, 642892.0, 642768.0, 642944.0, 642591.0, 642591.0, 642807.0, 642807.0, 642800.0, 642800.0, 642806.0, 642806.0, 642467.0, 642467.0, 642521.0, 642536.0, 642536.0, 642818.0, 642818.0, 642714.0]",0.7272727272727273,113.0,5.136363636363636,19.0,8.052631578947368,7.0,153.0,19.0,2.526315789473684,1.0,48.0,4.0,4.0,15.0,"[642521.0, 642798.0, 642798.0, 642684.0, 642719.0, 642719.0, 642708.0, 642892.0, 642892.0, 642768.0, 642591.0, 642591.0, 642807.0, 642807.0, 642800.0, 642800.0, 642806.0, 642806.0, 642536.0, 642536.0, 642818.0, 642818.0, 642714.0]",0.7894736842105263,105.0,5.526315789473684,3.0,7.333333333333333,4.0,22.0,3.0,4.666666666666667,5.0,14.0,2.0,3.0,1.0,"[642589.0, 642589.0, 642944.0, 642467.0, 642467.0, 642521.0]",0.3333333333333333,8.0,2.666666666666666
Deckerville,642628,2014,3,7.0,4.0,21.0,3,5.666666666666667,3.0,17.0,1.0,0.0,2.0,"[642949.0, 642627.0, 642605.0]",0.6666666666666666,4.0,1.333333333333333,4.0,2.0,1.5,8.0,4.0,8.0,7.5,32.0,4.0,2.0,0.0,"[642605.0, 642716.0, 642716.0, 642457.0, 642457.0, 643004.0]",0.0,-24.0,-6.0,,,,,,,,,,,,,,,,4.0,2.0,1.5,8.0,4.0,8.0,7.5,32.0,4.0,2.0,0.0,"[642605.0, 642716.0, 642716.0, 642457.0, 642457.0, 643004.0]",0.0,-24.0,-6.0
Delton Kellogg,642472,2014,2,8.0,8.0,16.0,2,3.0,3.0,6.0,1.0,0.0,1.0,"[642446.0, 642564.0]",0.5,10.0,5.0,13.0,1.6923076923076923,0.0,22.0,13.0,7.384615384615385,8.0,96.0,11.0,19.0,2.0,"[642534.0, 642534.0, 642588.0, 642588.0, 642661.0, 642661.0, 642548.0, 642437.0, 642437.0, 642452.0, nan, 642452.0, nan, 642910.0, 642910.0, 642876.0, 642876.0, 642884.0, 642884.0, 642549.0, 642549.0, 642566.0, 642566.0, 642574.0, 642574.0, 642737.0, 642737.0, 642935.0, 642935.0, nan, 642935.0, 642935.0]",0.15384615384615385,-74.0,-5.6923076923076925,8.0,2.125,1.5,17.0,8.0,6.5,7.5,52.0,6.0,9.0,2.0,"[642588.0, 642588.0, 642661.0, 642661.0, 642452.0, nan, 642452.0, nan, 642876.0, 642876.0, 642566.0, 642566.0, 642574.0, 642574.0, 642935.0, 642935.0, nan]",0.25,-35.0,-4.375,5.0,1.0,0.0,5.0,5.0,8.8,9.0,44.0,5.0,10.0,0.0,"[642534.0, 642534.0, 642548.0, 642437.0, 642437.0, 642910.0, 642910.0, 642884.0, 642884.0, 642549.0, 642549.0, 642737.0, 642737.0, 642935.0, 642935.0]",0.0,-39.0,-7.800000000000001
Detroit Cass Tech,642751,2014,1,4.0,4.0,4.0,1,8.0,8.0,8.0,1.0,0.0,0.0,[642918.0],0.0,-4.0,-4.0,4.0,6.5,4.5,26.0,4.0,10.0,10.0,40.0,3.0,9.0,1.0,"[644309.0, 644309.0, 642918.0, 642815.0, 642468.0, 642850.0, 643023.0, 642918.0, 642815.0, 642468.0, 642850.0, 642815.0, 643023.0]",0.25,-14.0,-3.5,3.0,7.666666666666667,6.0,23.0,3.0,7.333333333333333,8.0,22.0,2.0,3.0,1.0,"[642918.0, 642468.0, 643023.0, 642815.0, 642850.0, 642815.0]",0.3333333333333333,1.0,0.3333333333333339,1.0,3.0,3.0,3.0,1.0,18.0,18.0,18.0,1.0,6.0,0.0,"[644309.0, 644309.0, 642815.0, 642850.0, 642918.0, 642468.0, 643023.0]",0.0,-15.0,-15.0
Detroit Catholic Central,642731,2014,2,3.5,3.5,7.0,2,4.5,4.5,9.0,1.0,0.0,1.0,"[642875.0, 642624.0]",0.5,-2.0,-1.0,21.0,3.9047619047619047,3.0,82.0,21.0,6.095238095238095,6.0,128.0,15.0,9.0,6.0,"[642905.0, 642692.0, 642692.0, 642644.0, 642644.0, 642787.0, 642787.0, 642540.0, 642540.0, 642854.0, 642544.0, 642544.0, 642692.0, 642692.0, 642585.0, 642585.0, 642770.0, 642770.0, 642644.0, 642644.0, 642682.0, 642787.0, 642787.0, 642540.0, 642540.0, 642692.0, 642692.0, 642544.0, 642544.0, 642470.0]",0.2857142857142857,-46.0,-2.1904761904761902,10.0,5.0,4.0,50.0,10.0,6.6,5.5,66.0,7.0,1.0,3.0,"[642644.0, 642644.0, 642787.0, 642787.0, 642544.0, 642544.0, 642692.0, 642692.0, 642682.0, 642540.0, 642540.0]",0.3,-16.0,-1.5999999999999996,11.0,2.909090909090909,2.0,32.0,11.0,5.636363636363637,6.0,62.0,8.0,8.0,3.0,"[642905.0, 642692.0, 642692.0, 642540.0, 642540.0, 642854.0, 642585.0, 642585.0, 642770.0, 642770.0, 642644.0, 642644.0, 642787.0, 642787.0, 642692.0, 642692.0, 642544.0, 642544.0, 642470.0]",0.2727272727272727,-30.0,-2.7272727272727275
Detroit Central,642744,2014,1,11.0,11.0,11.0,1,21.0,21.0,21.0,1.0,0.0,0.0,[644313.0],0.0,-10.0,-10.0,6.0,6.5,7.5,39.0,6.0,9.0,4.5,54.0,2.0,5.0,4.0,"[642758.0, 644311.0, 643002.0, 642813.0, 1080323.0, 642861.0, 642664.0, 642813.0, 1080323.0, 643002.0, 642861.0]",0.6666666666666666,-15.0,-2.5,4.0,7.0,7.5,28.0,4.0,7.5,4.5,30.0,1.0,1.0,3.0,"[644311.0, 642813.0, 642861.0, 1080323.0, 642861.0]",0.75,-2.0,-0.5,2.0,5.5,5.5,11.0,2.0,12.0,12.0,24.0,1.0,4.0,1.0,"[642758.0, 643002.0, 1080323.0, 642664.0, 642813.0, 643002.0]",0.5,-13.0,-6.5
Detroit Cesar Chavez Academy,642785,2014,1,6.0,6.0,6.0,1,7.0,7.0,7.0,1.0,0.0,0.0,[642831.0],0.0,-1.0,-1.0,8.0,7.75,5.5,62.0,8.0,5.5,4.5,44.0,4.0,0.0,4.0,"[642504.0, 643031.0, 642547.0, 642439.0, 643018.0, 644304.0, 642795.0, 642845.0]",0.5,18.0,2.25,1.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,[642547.0],1.0,10.0,10.0,7.0,7.285714285714286,5.0,51.0,7.0,6.142857142857143,7.0,43.0,4.0,0.0,3.0,"[642504.0, 643031.0, 642439.0, 643018.0, 644304.0, 642795.0, 642845.0]",0.42857142857142855,8.0,1.1428571428571423
Detroit Cody,643002,2014,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,[642850.0],0.0,-1.0,-1.0,3.0,2.0,1.0,6.0,3.0,14.666666666666666,16.0,44.0,3.0,3.0,0.0,"[644311.0, 642744.0, 642861.0, 642861.0, 644311.0, 642744.0]",0.0,-38.0,-12.666666666666666,2.0,2.5,2.5,5.0,2.0,14.0,14.0,28.0,2.0,2.0,0.0,"[644311.0, 642744.0, 642861.0, 642744.0]",0.0,-23.0,-11.5,1.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,1.0,1.0,0.0,"[642861.0, 644311.0]",0.0,-15.0,-15.0
Detroit Communication Media Arts,643023,2014,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,[642441.0],0.0,-1.0,-1.0,3.0,4.666666666666667,2.0,14.0,3.0,13.0,13.0,39.0,2.0,7.0,1.0,"[642815.0, 642850.0, 642918.0, 642468.0, 642751.0, 642815.0, 642850.0, 642918.0, 642468.0, 642751.0]",0.3333333333333333,-25.0,-8.333333333333332,1.0,12.0,12.0,12.0,1.0,9.0,9.0,9.0,0.0,4.0,1.0,"[642815.0, 642850.0, 642918.0, 642468.0, 642751.0]",1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,15.0,15.0,30.0,2.0,3.0,0.0,"[642918.0, 642468.0, 642751.0, 642815.0, 642850.0]",0.0,-28.0,-14.0
Detroit Community,644305,2014,1,0.0,0.0,0.0,1,13.0,13.0,13.0,1.0,0.0,0.0,[1497978.0],0.0,-13.0,-13.0,1.0,0.0,0.0,0.0,1.0,14.0,14.0,14.0,1.0,10.0,0.0,"[642831.0, 642516.0, 642516.0, 644309.0, 642831.0, 642831.0, 642831.0, 642547.0, 642516.0, 642516.0, 642516.0]",0.0,-14.0,-14.0,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,"[642831.0, 642831.0, 642547.0, 642516.0]",,0.0,,1.0,0.0,0.0,0.0,1.0,14.0,14.0,14.0,1.0,6.0,0.0,"[642831.0, 642516.0, 642516.0, 644309.0, 642831.0, 642516.0, 642516.0]",0.0,-14.0,-14.0
Detroit Consortium,644308,2014,2,6.5,6.5,13.0,2,4.0,4.0,8.0,1.0,0.0,1.0,"[642441.0, 642443.0]",0.5,5.0,2.5,11.0,5.636363636363637,6.0,62.0,11.0,9.0,9.0,99.0,9.0,9.0,2.0,"[642427.0, 642908.0, 642908.0, 642918.0, 642918.0, 642682.0, 642682.0, 642547.0, 642597.0, 642915.0, 638693.0, 642946.0, 642530.0, 642624.0, 642875.0, 642953.0, 642953.0, 642639.0, 642515.0, 642515.0]",0.18181818181818182,-37.0,-3.3636363636363633,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[642639.0],,0.0,,11.0,5.636363636363637,6.0,62.0,11.0,9.0,9.0,99.0,9.0,8.0,2.0,"[642427.0, 642908.0, 642908.0, 642918.0, 642918.0, 642682.0, 642682.0, 642547.0, 642597.0, 642915.0, 638693.0, 642946.0, 642530.0, 642624.0, 642875.0, 642953.0, 642953.0, 642515.0, 642515.0]",0.18181818181818182,-37.0,-3.3636363636363633
Detroit Country Day,642682,2014,1,10.0,10.0,10.0,1,18.0,18.0,18.0,1.0,0.0,0.0,[642557.0],0.0,-8.0,-8.0,19.0,5.526315789473684,6.0,105.0,19.0,7.157894736842105,6.0,136.0,11.0,8.0,8.0,"[642844.0, 642470.0, 642773.0, 642903.0, 642532.0, 642934.0, 642890.0, 642890.0, 642799.0, 642787.0, 644308.0, 644308.0, 642731.0, 642624.0, 642624.0, 642470.0, 642470.0, 642755.0, 642968.0, 642980.0, 642903.0, 642438.0, 642980.0, 642551.0, 642799.0, 642953.0, 642953.0]",0.42105263157894735,-31.0,-1.6315789473684212,9.0,5.888888888888889,5.0,53.0,9.0,8.88888888888889,10.0,80.0,6.0,0.0,3.0,"[642844.0, 642773.0, 642532.0, 644308.0, 644308.0, 642624.0, 642624.0, 642980.0, 642903.0]",0.3333333333333333,-27.0,-3.0,10.0,5.2,6.5,52.0,10.0,5.6,4.5,56.0,5.0,8.0,5.0,"[642470.0, 642903.0, 642934.0, 642890.0, 642890.0, 642799.0, 642787.0, 642731.0, 642470.0, 642470.0, 642755.0, 642968.0, 642438.0, 642980.0, 642551.0, 642799.0, 642953.0, 642953.0]",0.5,-4.0,-0.39999999999999947
Detroit Denby,642664,2014,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,[642874.0],0.0,-15.0,-15.0,2.0,0.5,0.5,1.0,2.0,15.5,15.5,31.0,2.0,3.0,0.0,"[642861.0, 642874.0, 642874.0, 644311.0, 642744.0]",0.0,-30.0,-15.0,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[642744.0],,0.0,,2.0,0.5,0.5,1.0,2.0,15.5,15.5,31.0,2.0,2.0,0.0,"[642861.0, 642874.0, 642874.0, 644311.0]",0.0,-30.0,-15.0
Detroit East English,644311,2014,1,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,[642980.0],0.0,-1.0,-1.0,2.0,11.5,11.5,23.0,2.0,3.5,3.5,7.0,0.0,9.0,2.0,"[642758.0, 643002.0, 642813.0, 642861.0, 642744.0, 642664.0, 1080323.0, 642758.0, 643002.0, 642813.0, 642758.0]",1.0,16.0,8.0,1.0,13.0,13.0,13.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,"[642758.0, 642664.0, 1080323.0, 643002.0, 642813.0, 642758.0]",1.0,12.0,12.0,1.0,10.0,10.0,10.0,1.0,6.0,6.0,6.0,0.0,4.0,1.0,"[643002.0, 642813.0, 642861.0, 642744.0, 642758.0]",1.0,4.0,4.0
Detroit Edison Public School Academy,644304,2014,2,4.0,4.0,8.0,2,8.0,8.0,16.0,1.0,0.0,1.0,"[642845.0, 642443.0]",0.5,-8.0,-4.0,8.0,11.0,10.5,88.0,8.0,5.875,5.0,47.0,1.0,3.0,7.0,"[644309.0, 642703.0, 642703.0, 642504.0, 644309.0, 642504.0, 642845.0, 642639.0, 644313.0, 644313.0, 642785.0]",0.875,41.0,5.125,4.0,9.25,9.0,37.0,4.0,5.5,5.0,22.0,0.0,1.0,4.0,"[644309.0, 642845.0, 644313.0, 644313.0, 642785.0]",1.0,15.0,3.75,4.0,12.75,14.0,51.0,4.0,6.25,5.0,25.0,1.0,2.0,3.0,"[644309.0, 642703.0, 642703.0, 642504.0, 642504.0, 642639.0]",0.75,26.0,6.5
Detroit Henry Ford,642758,2014,1,3.0,3.0,3.0,1,10.0,10.0,10.0,1.0,0.0,0.0,[642795.0],0.0,-7.0,-7.0,2.0,1.5,1.5,3.0,2.0,10.5,10.5,21.0,2.0,3.0,0.0,"[644311.0, 642744.0, 642861.0, 644311.0, 644311.0]",0.0,-18.0,-9.0,1.0,2.0,2.0,2.0,1.0,8.0,8.0,8.0,1.0,2.0,0.0,"[642744.0, 642861.0, 644311.0]",0.0,-6.0,-6.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,1.0,1.0,0.0,"[644311.0, 644311.0]",0.0,-12.0,-12.0
Detroit Henry Ford Academy Creative,644303,2014,1,0.0,0.0,0.0,1,15.0,15.0,15.0,1.0,0.0,0.0,[642443.0],0.0,-15.0,-15.0,4.0,2.5,1.5,10.0,4.0,13.5,13.5,54.0,4.0,5.0,0.0,"[642504.0, 642516.0, 642504.0, 642504.0, 642845.0, nan, 642547.0, 642547.0, 644309.0]",0.0,-44.0,-11.0,1.0,7.0,7.0,7.0,1.0,12.0,12.0,12.0,1.0,4.0,0.0,"[642504.0, 642516.0, nan, 642547.0, 644309.0]",0.0,-5.0,-5.0,3.0,1.0,0.0,3.0,3.0,14.0,15.0,42.0,3.0,1.0,0.0,"[642504.0, 642504.0, 642845.0, 642547.0]",0.0,-39.0,-13.0
Detroit Martin Luther King,642850,2014,2,2.0,2.0,4.0,2,2.0,2.0,4.0,1.0,0.0,1.0,"[643002.0, 642918.0]",0.5,0.0,0.0,12.0,8.25,8.5,99.0,12.0,7.166666666666667,6.5,86.0,6.0,8.0,5.0,"[643023.0, 642815.0, 642751.0, 642980.0, 642918.0, 642468.0, 642844.0, 642468.0, 643023.0, 642953.0, 642624.0, 642815.0, 642468.0, 642751.0, 642875.0, 642918.0, 642918.0, 642510.0, 642510.0]",0.4166666666666667,13.0,1.083333333333333,6.0,12.166666666666666,11.5,73.0,6.0,7.833333333333333,6.5,47.0,2.0,4.0,3.0,"[642751.0, 642918.0, 642468.0, 643023.0, 642953.0, 642624.0, 642815.0, 642510.0, 642510.0]",0.5,26.0,4.333333333333333,6.0,4.333333333333333,2.0,26.0,6.0,6.5,6.5,39.0,4.0,4.0,2.0,"[643023.0, 642815.0, 642980.0, 642468.0, 642844.0, 642468.0, 642751.0, 642875.0, 642918.0, 642918.0]",0.3333333333333333,-13.0,-2.166666666666667
