teamName,teamId,team_record_count,playoff_games_played,playoff_W,playoff_L,playoff_runs_scored_total,playoff_runs_allowed_total,regular_season_games_played,regular_season_W,regular_season_L,regular_season_runs_scored_total,regular_season_runs_allowed_total,home_games_played,home_W,home_L,home_runs_scored_total,home_runs_allowed_total,away_games_played,away_W,away_L,away_runs_scored_total,away_runs_allowed_total,playoff_win_pct,regular_season_win_pct,home_win_pct,away_win_pct,playoff_run_diff_total,regular_season_run_diff_total,home_run_diff_total,away_run_diff_total,playoff_run_diff_mean,regular_season_run_diff_mean,home_run_diff_mean,away_run_diff_mean,playoff_run_diff_per_game,regular_season_run_diff_per_game,home_run_diff_per_game,away_run_diff_per_game,playoff_W_per_year,playoff_L_per_year
Blanchard Montabella,95997,10,11,1.0,10.0,22.0,99.0,70.0,17.0,53.0,267.0,616.0,32.0,10.0,22.0,120.0,270.0,38.0,7.0,31.0,147.0,346.0,0.09090909090909091,0.24285714285714285,0.3125,0.18421052631578946,-77.0,-349.0,-150.0,-199.0,-7.0,-4.985714285714286,-4.6875,-5.2368421052631575,-7.0,-4.985714285714286,-4.6875,-5.2368421052631575,0.1,1.0
Blissfield,96211,10,24,14.0,10.0,144.0,116.0,106.0,62.0,43.0,664.0,462.0,62.0,35.0,27.0,359.0,293.0,44.0,27.0,16.0,305.0,169.0,0.5833333333333334,0.5849056603773585,0.5645161290322581,0.6136363636363636,28.0,202.0,66.0,136.0,1.1666666666666667,1.9056603773584906,1.064516129032258,3.090909090909091,1.1666666666666667,1.9056603773584906,1.064516129032258,3.090909090909091,1.4,1.0
Bloomfield Hills,638693,8,13,5.0,8.0,51.0,58.0,134.0,97.0,35.0,1075.0,612.0,70.0,52.0,17.0,565.0,325.0,64.0,45.0,18.0,510.0,287.0,0.38461538461538464,0.7238805970149254,0.7428571428571429,0.703125,-7.0,463.0,240.0,223.0,-0.5384615384615384,3.455223880597015,3.4285714285714284,3.484375,-0.5384615384615384,3.455223880597015,3.4285714285714284,3.484375,0.625,1.0
Bloomfield Hills Andover,95690,2,5,3.0,2.0,21.0,18.0,45.0,21.0,24.0,259.0,308.0,21.0,11.0,10.0,123.0,155.0,24.0,10.0,14.0,136.0,153.0,0.6,0.4666666666666667,0.5238095238095238,0.4166666666666667,3.0,-49.0,-32.0,-17.0,0.6,-1.0888888888888888,-1.5238095238095237,-0.7083333333333334,0.6,-1.0888888888888888,-1.5238095238095237,-0.7083333333333334,1.5,1.0
Bloomfield Hills Brother Rice,2163892,4,18,14.0,4.0,106.0,43.0,90.0,59.0,31.0,587.0,394.0,48.0,35.0,13.0,352.0,202.0,42.0,24.0,18.0,235.0,192.0,0.7777777777777778,0.6555555555555556,0.7291666666666666,0.5714285714285714,63.0,193.0,150.0,43.0,3.5,2.1444444444444444,3.125,1.0238095238095237,3.5,2.1444444444444444,3.125,1.0238095238095237,3.5,1.0
Bloomfield Hills Cranbrook Kingswood,2164186,4,5,1.0,4.0,20.0,51.0,82.0,38.0,44.0,474.0,526.0,43.0,23.0,20.0,281.0,273.0,39.0,15.0,24.0,193.0,253.0,0.2,0.4634146341463415,0.5348837209302325,0.38461538461538464,-31.0,-52.0,8.0,-60.0,-6.2,-0.6341463414634146,0.18604651162790697,-1.5384615384615385,-6.2,-0.6341463414634146,0.18604651162790697,-1.5384615384615385,0.25,1.0
Bloomfield Hills Cranbrook-Kingswood,96208,6,7,1.0,6.0,22.0,39.0,114.0,53.0,57.0,688.0,597.0,61.0,33.0,26.0,358.0,306.0,53.0,20.0,31.0,330.0,291.0,0.14285714285714285,0.4649122807017544,0.5409836065573771,0.37735849056603776,-17.0,91.0,52.0,39.0,-2.4285714285714284,0.7982456140350878,0.8524590163934426,0.7358490566037735,-2.4285714285714284,0.7982456140350878,0.8524590163934426,0.7358490566037735,0.16666666666666666,1.0
Bloomfield Hills Lahser,95753,2,3,1.0,2.0,3.0,5.0,43.0,19.0,24.0,217.0,272.0,17.0,11.0,6.0,98.0,78.0,26.0,8.0,18.0,119.0,194.0,0.3333333333333333,0.4418604651162791,0.6470588235294118,0.3076923076923077,-2.0,-55.0,20.0,-75.0,-0.6666666666666666,-1.2790697674418605,1.1764705882352942,-2.8846153846153846,-0.6666666666666666,-1.2790697674418605,1.1764705882352942,-2.8846153846153846,0.5,1.0
Bloomfield Hills Roeper,95691,10,12,2.0,10.0,35.0,132.0,60.0,22.0,38.0,433.0,487.0,17.0,8.0,9.0,109.0,141.0,43.0,14.0,29.0,324.0,346.0,0.16666666666666666,0.36666666666666664,0.47058823529411764,0.32558139534883723,-97.0,-54.0,-32.0,-22.0,-8.083333333333334,-0.9,-1.8823529411764706,-0.5116279069767442,-8.083333333333334,-0.9,-1.8823529411764706,-0.5116279069767442,0.2,1.0
Bloomingdale,95990,10,12,2.0,10.0,34.0,110.0,55.0,8.0,46.0,139.0,652.0,21.0,6.0,14.0,78.0,220.0,34.0,2.0,32.0,61.0,432.0,0.16666666666666666,0.14545454545454545,0.2857142857142857,0.058823529411764705,-76.0,-513.0,-142.0,-371.0,-6.333333333333333,-9.327272727272728,-6.761904761904762,-10.911764705882353,-6.333333333333333,-9.327272727272728,-6.761904761904762,-10.911764705882353,0.2,1.0
Boyne City,95873,10,28,18.0,10.0,134.0,108.0,101.0,66.0,33.0,602.0,342.0,60.0,44.0,15.0,370.0,163.0,41.0,22.0,18.0,232.0,179.0,0.6428571428571429,0.6534653465346535,0.7333333333333333,0.5365853658536586,26.0,260.0,207.0,53.0,0.9285714285714286,2.5742574257425743,3.45,1.2926829268292683,0.9285714285714286,2.5742574257425743,3.45,1.2926829268292683,1.8,1.0
Boyne Falls,95750,8,8,0.0,8.0,27.0,175.0,46.0,7.0,39.0,218.0,579.0,26.0,0.0,26.0,65.0,420.0,20.0,7.0,13.0,153.0,159.0,0.0,0.15217391304347827,0.0,0.35,-148.0,-361.0,-355.0,-6.0,-18.5,-7.8478260869565215,-13.653846153846153,-0.3,-18.5,-7.8478260869565215,-13.653846153846153,-0.3,0.0,1.0
Breckenridge,96270,10,25,15.0,10.0,162.0,138.0,104.0,66.0,38.0,756.0,522.0,39.0,28.0,11.0,316.0,197.0,65.0,38.0,27.0,440.0,325.0,0.6,0.6346153846153846,0.717948717948718,0.5846153846153846,24.0,234.0,119.0,115.0,0.96,2.25,3.051282051282051,1.7692307692307692,0.96,2.25,3.051282051282051,1.7692307692307692,1.5,1.0
Brethren,95906,10,20,10.0,10.0,118.0,104.0,127.0,85.0,40.0,982.0,644.0,54.0,38.0,15.0,473.0,228.0,73.0,47.0,25.0,509.0,416.0,0.5,0.6692913385826772,0.7037037037037037,0.6438356164383562,14.0,338.0,245.0,93.0,0.7,2.661417322834646,4.537037037037037,1.273972602739726,0.7,2.661417322834646,4.537037037037037,1.273972602739726,1.0,1.0
Bridgeport,95707,8,9,1.0,8.0,34.0,117.0,52.0,1.0,50.0,41.0,836.0,27.0,1.0,25.0,26.0,427.0,25.0,0.0,25.0,15.0,409.0,0.1111111111111111,0.019230769230769232,0.037037037037037035,0.0,-83.0,-795.0,-401.0,-394.0,-9.222222222222221,-15.288461538461538,-14.851851851851851,-15.76,-9.222222222222221,-15.288461538461538,-14.851851851851851,-15.76,0.125,1.0
Bridgman,95883,10,29,20.0,9.0,117.0,108.0,107.0,75.0,31.0,705.0,351.0,55.0,42.0,12.0,357.0,140.0,52.0,33.0,19.0,348.0,211.0,0.6896551724137931,0.7009345794392523,0.7636363636363637,0.6346153846153846,9.0,354.0,217.0,137.0,0.3103448275862069,3.308411214953271,3.9454545454545453,2.6346153846153846,0.3103448275862069,3.308411214953271,3.9454545454545453,2.6346153846153846,2.0,0.9
Brighton,95686,10,24,14.0,10.0,121.0,69.0,192.0,135.0,54.0,1243.0,674.0,94.0,70.0,22.0,640.0,334.0,98.0,65.0,32.0,603.0,340.0,0.5833333333333334,0.703125,0.7446808510638298,0.6632653061224489,52.0,569.0,306.0,263.0,2.1666666666666665,2.9635416666666665,3.25531914893617,2.683673469387755,2.1666666666666665,2.9635416666666665,3.25531914893617,2.683673469387755,1.4,1.0
Brighton Charyl Stockwell Prep,2163737,4,10,6.0,4.0,89.0,31.0,75.0,44.0,30.0,445.0,296.0,35.0,26.0,8.0,267.0,98.0,40.0,18.0,22.0,178.0,198.0,0.6,0.5866666666666667,0.7428571428571429,0.45,58.0,149.0,169.0,-20.0,5.8,1.9866666666666666,4.828571428571428,-0.5,5.8,1.9866666666666666,4.828571428571428,-0.5,1.5,1.0
Brimley,96176,10,13,3.0,10.0,32.0,102.0,51.0,19.0,32.0,279.0,451.0,21.0,9.0,12.0,106.0,174.0,30.0,10.0,20.0,173.0,277.0,0.23076923076923078,0.37254901960784315,0.42857142857142855,0.3333333333333333,-70.0,-172.0,-68.0,-104.0,-5.384615384615385,-3.372549019607843,-3.238095238095238,-3.466666666666667,-5.384615384615385,-3.372549019607843,-3.238095238095238,-3.466666666666667,0.3,1.0
Britton Deerfield,409490,9,20,11.0,9.0,90.0,109.0,103.0,41.0,62.0,511.0,671.0,58.0,30.0,28.0,330.0,370.0,45.0,11.0,34.0,181.0,301.0,0.55,0.39805825242718446,0.5172413793103449,0.24444444444444444,-19.0,-160.0,-40.0,-120.0,-0.95,-1.5533980582524272,-0.6896551724137931,-2.6666666666666665,-0.95,-1.5533980582524272,-0.6896551724137931,-2.6666666666666665,1.2222222222222223,1.0
Bronson,96219,10,19,9.0,10.0,77.0,72.0,150.0,82.0,68.0,974.0,810.0,76.0,48.0,28.0,569.0,383.0,74.0,34.0,40.0,405.0,427.0,0.47368421052631576,0.5466666666666666,0.631578947368421,0.4594594594594595,5.0,164.0,186.0,-22.0,0.2631578947368421,1.0933333333333333,2.4473684210526314,-0.2972972972972973,0.2631578947368421,1.0933333333333333,2.4473684210526314,-0.2972972972972973,0.9,1.0
Brooklyn Columbia Central,95725,10,18,8.0,10.0,99.0,73.0,84.0,33.0,47.0,483.0,515.0,38.0,15.0,21.0,229.0,232.0,46.0,18.0,26.0,254.0,283.0,0.4444444444444444,0.39285714285714285,0.39473684210526316,0.391304347826087,26.0,-32.0,-3.0,-29.0,1.4444444444444444,-0.38095238095238093,-0.07894736842105263,-0.6304347826086957,1.4444444444444444,-0.38095238095238093,-0.07894736842105263,-0.6304347826086957,0.8,1.0
Brown City,96167,10,25,15.0,10.0,142.0,93.0,95.0,35.0,58.0,410.0,588.0,35.0,15.0,20.0,142.0,197.0,60.0,20.0,38.0,268.0,391.0,0.6,0.3684210526315789,0.42857142857142855,0.3333333333333333,49.0,-178.0,-55.0,-123.0,1.96,-1.8736842105263158,-1.5714285714285714,-2.05,1.96,-1.8736842105263158,-1.5714285714285714,-2.05,1.5,1.0
Brownstown Woodhaven,96004,10,35,25.0,10.0,192.0,124.0,130.0,89.0,41.0,732.0,416.0,75.0,56.0,19.0,422.0,210.0,55.0,33.0,22.0,310.0,206.0,0.7142857142857143,0.6846153846153846,0.7466666666666667,0.6,68.0,316.0,212.0,104.0,1.9428571428571428,2.4307692307692306,2.8266666666666667,1.8909090909090909,1.9428571428571428,2.4307692307692306,2.8266666666666667,1.8909090909090909,2.5,1.0
Buchanan,96165,10,39,30.0,9.0,279.0,105.0,116.0,63.0,52.0,751.0,550.0,57.0,36.0,20.0,365.0,242.0,59.0,27.0,32.0,386.0,308.0,0.7692307692307693,0.5431034482758621,0.631578947368421,0.4576271186440678,174.0,201.0,123.0,78.0,4.461538461538462,1.7327586206896552,2.1578947368421053,1.3220338983050848,4.461538461538462,1.7327586206896552,2.1578947368421053,1.3220338983050848,3.0,0.9
Buckley,96283,8,10,2.0,8.0,31.0,92.0,51.0,3.0,48.0,116.0,688.0,36.0,3.0,33.0,85.0,504.0,15.0,0.0,15.0,31.0,184.0,0.2,0.058823529411764705,0.08333333333333333,0.0,-61.0,-572.0,-419.0,-153.0,-6.1,-11.215686274509803,-11.63888888888889,-10.2,-6.1,-11.215686274509803,-11.63888888888889,-10.2,0.25,1.0
Burr Oak,96068,9,9,0.0,9.0,14.0,112.0,14.0,4.0,10.0,54.0,138.0,9.0,3.0,6.0,41.0,84.0,5.0,1.0,4.0,13.0,54.0,0.0,0.2857142857142857,0.3333333333333333,0.2,-98.0,-84.0,-43.0,-41.0,-10.88888888888889,-6.0,-4.777777777777778,-8.2,-10.88888888888889,-6.0,-4.777777777777778,-8.2,0.0,1.0
Burt Lake Northern Michigan Christian,408208,7,7,0.0,7.0,9.0,52.0,28.0,10.0,18.0,173.0,218.0,10.0,1.0,9.0,29.0,103.0,18.0,9.0,9.0,144.0,115.0,0.0,0.35714285714285715,0.1,0.5,-43.0,-45.0,-74.0,29.0,-6.142857142857143,-1.6071428571428572,-7.4,1.6111111111111112,-6.142857142857143,-1.6071428571428572,-7.4,1.6111111111111112,0.0,1.0
Burton Atherton,96031,10,10,0.0,10.0,8.0,125.0,48.0,10.0,37.0,153.0,527.0,19.0,5.0,13.0,75.0,178.0,29.0,5.0,24.0,78.0,349.0,0.0,0.20833333333333334,0.2631578947368421,0.1724137931034483,-117.0,-374.0,-103.0,-271.0,-11.7,-7.791666666666667,-5.421052631578948,-9.344827586206897,-11.7,-7.791666666666667,-5.421052631578948,-9.344827586206897,0.0,1.0
Burton Bendle,95820,10,13,3.0,10.0,31.0,110.0,46.0,6.0,39.0,135.0,392.0,22.0,4.0,18.0,85.0,197.0,24.0,2.0,21.0,50.0,195.0,0.23076923076923078,0.13043478260869565,0.18181818181818182,0.08333333333333333,-79.0,-257.0,-112.0,-145.0,-6.076923076923077,-5.586956521739131,-5.090909090909091,-6.041666666666667,-6.076923076923077,-5.586956521739131,-5.090909090909091,-6.041666666666667,0.3,1.0
Burton Bentley,96279,10,22,12.0,10.0,137.0,171.0,148.0,73.0,73.0,991.0,908.0,77.0,45.0,30.0,532.0,398.0,71.0,28.0,43.0,459.0,510.0,0.5454545454545454,0.49324324324324326,0.5844155844155844,0.39436619718309857,-34.0,83.0,134.0,-51.0,-1.5454545454545454,0.5608108108108109,1.7402597402597402,-0.7183098591549296,-1.5454545454545454,0.5608108108108109,1.7402597402597402,-0.7183098591549296,1.2,1.0
Burton Faith,95748,1,1,0.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-10.0,0.0,0.0,0.0,-10.0,,,,-10.0,,,,0.0,1.0
Burton St Thomas More Academy,1441242,2,3,1.0,2.0,18.0,23.0,3.0,2.0,1.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,26.0,11.0,0.3333333333333333,0.6666666666666666,,0.6666666666666666,-5.0,15.0,0.0,15.0,-1.6666666666666667,5.0,,5.0,-1.6666666666666667,5.0,,5.0,0.5,1.0
Byron,96144,9,16,7.0,9.0,87.0,101.0,81.0,27.0,54.0,406.0,633.0,47.0,16.0,31.0,217.0,386.0,34.0,11.0,23.0,189.0,247.0,0.4375,0.3333333333333333,0.3404255319148936,0.3235294117647059,-14.0,-227.0,-169.0,-58.0,-0.875,-2.802469135802469,-3.595744680851064,-1.7058823529411764,-0.875,-2.802469135802469,-3.595744680851064,-1.7058823529411764,0.7777777777777778,1.0
Byron Center,95827,10,29,19.0,10.0,164.0,83.0,111.0,68.0,43.0,689.0,530.0,58.0,40.0,18.0,359.0,238.0,53.0,28.0,25.0,330.0,292.0,0.6551724137931034,0.6126126126126126,0.6896551724137931,0.5283018867924528,81.0,159.0,121.0,38.0,2.793103448275862,1.4324324324324325,2.086206896551724,0.7169811320754716,2.793103448275862,1.4324324324324325,2.086206896551724,0.7169811320754716,1.9,1.0
Byron Center Zion Christian,96325,10,19,9.0,10.0,97.0,106.0,153.0,101.0,50.0,1112.0,620.0,76.0,52.0,24.0,526.0,311.0,77.0,49.0,26.0,586.0,309.0,0.47368421052631576,0.6601307189542484,0.6842105263157895,0.6363636363636364,-9.0,492.0,215.0,277.0,-0.47368421052631576,3.215686274509804,2.8289473684210527,3.5974025974025974,-0.47368421052631576,3.215686274509804,2.8289473684210527,3.5974025974025974,0.9,1.0
Cadillac,95859,10,16,6.0,10.0,59.0,111.0,76.0,28.0,46.0,342.0,476.0,42.0,15.0,25.0,163.0,244.0,34.0,13.0,21.0,179.0,232.0,0.375,0.3684210526315789,0.35714285714285715,0.38235294117647056,-52.0,-134.0,-81.0,-53.0,-3.25,-1.763157894736842,-1.9285714285714286,-1.5588235294117647,-3.25,-1.763157894736842,-1.9285714285714286,-1.5588235294117647,0.6,1.0
Caledonia,95975,10,19,9.0,10.0,99.0,65.0,127.0,54.0,73.0,621.0,711.0,51.0,25.0,26.0,267.0,287.0,76.0,29.0,47.0,354.0,424.0,0.47368421052631576,0.4251968503937008,0.49019607843137253,0.3815789473684211,34.0,-90.0,-20.0,-70.0,1.7894736842105263,-0.7086614173228346,-0.39215686274509803,-0.9210526315789473,1.7894736842105263,-0.7086614173228346,-0.39215686274509803,-0.9210526315789473,0.9,1.0
Calumet,2000096,6,11,5.0,6.0,49.0,49.0,23.0,8.0,15.0,114.0,154.0,12.0,5.0,7.0,52.0,66.0,11.0,3.0,8.0,62.0,88.0,0.45454545454545453,0.34782608695652173,0.4166666666666667,0.2727272727272727,0.0,-40.0,-14.0,-26.0,0.0,-1.7391304347826086,-1.1666666666666667,-2.3636363636363638,0.0,-1.7391304347826086,-1.1666666666666667,-2.3636363636363638,0.8333333333333334,1.0
Camden-Frontier,96088,10,19,9.0,10.0,113.0,122.0,46.0,24.0,22.0,318.0,271.0,29.0,16.0,13.0,199.0,144.0,17.0,8.0,9.0,119.0,127.0,0.47368421052631576,0.5217391304347826,0.5517241379310345,0.47058823529411764,-9.0,47.0,55.0,-8.0,-0.47368421052631576,1.0217391304347827,1.896551724137931,-0.47058823529411764,-0.47368421052631576,1.0217391304347827,1.896551724137931,-0.47058823529411764,0.9,1.0
Canton,96041,10,20,10.0,10.0,86.0,74.0,258.0,161.0,95.0,1431.0,1027.0,140.0,92.0,47.0,806.0,563.0,118.0,69.0,48.0,625.0,464.0,0.5,0.624031007751938,0.6571428571428571,0.5847457627118644,12.0,404.0,243.0,161.0,0.6,1.565891472868217,1.7357142857142858,1.3644067796610169,0.6,1.565891472868217,1.7357142857142858,1.3644067796610169,1.0,1.0
Canton Prep,2165547,4,7,4.0,4.0,42.0,14.0,85.0,49.0,36.0,548.0,464.0,33.0,24.0,9.0,268.0,132.0,52.0,25.0,27.0,280.0,332.0,0.5714285714285714,0.5764705882352941,0.7272727272727273,0.4807692307692308,28.0,84.0,136.0,-52.0,4.0,0.9882352941176471,4.121212121212121,-1.0,4.0,0.9882352941176471,4.121212121212121,-1.0,1.0,1.0
Canton Preparatory,1978538,2,3,1.0,2.0,13.0,22.0,32.0,16.0,16.0,254.0,164.0,16.0,9.0,7.0,136.0,67.0,16.0,7.0,9.0,118.0,97.0,0.3333333333333333,0.5,0.5625,0.4375,-9.0,90.0,69.0,21.0,-3.0,2.8125,4.3125,1.3125,-3.0,2.8125,4.3125,1.3125,0.5,1.0
Capac,95861,10,19,9.0,10.0,82.0,125.0,213.0,84.0,128.0,1031.0,1368.0,96.0,48.0,48.0,518.0,611.0,117.0,36.0,80.0,513.0,757.0,0.47368421052631576,0.39436619718309857,0.5,0.3076923076923077,-43.0,-337.0,-93.0,-244.0,-2.263157894736842,-1.5821596244131455,-0.96875,-2.0854700854700856,-2.263157894736842,-1.5821596244131455,-0.96875,-2.0854700854700856,0.9,1.0
Carleton Airport,96003,10,28,18.0,10.0,159.0,103.0,124.0,85.0,39.0,878.0,497.0,71.0,51.0,20.0,528.0,266.0,53.0,34.0,19.0,350.0,231.0,0.6428571428571429,0.6854838709677419,0.7183098591549296,0.6415094339622641,56.0,381.0,262.0,119.0,2.0,3.0725806451612905,3.6901408450704225,2.2452830188679247,2.0,3.0725806451612905,3.6901408450704225,2.2452830188679247,1.8,1.0
Caro,95909,10,17,7.0,10.0,91.0,99.0,104.0,35.0,67.0,460.0,690.0,56.0,19.0,35.0,272.0,364.0,48.0,16.0,32.0,188.0,326.0,0.4117647058823529,0.33653846153846156,0.3392857142857143,0.3333333333333333,-8.0,-230.0,-92.0,-138.0,-0.47058823529411764,-2.2115384615384617,-1.6428571428571428,-2.875,-0.47058823529411764,-2.2115384615384617,-1.6428571428571428,-2.875,0.7,1.0
Carrollton,96152,10,14,4.0,10.0,66.0,114.0,109.0,24.0,85.0,386.0,1043.0,38.0,12.0,26.0,147.0,345.0,71.0,12.0,59.0,239.0,698.0,0.2857142857142857,0.22018348623853212,0.3157894736842105,0.16901408450704225,-48.0,-657.0,-198.0,-459.0,-3.4285714285714284,-6.027522935779817,-5.2105263157894735,-6.464788732394366,-3.4285714285714284,-6.027522935779817,-5.2105263157894735,-6.464788732394366,0.4,1.0
Carson City-Crystal,95932,10,14,4.0,10.0,53.0,89.0,117.0,54.0,61.0,704.0,644.0,59.0,31.0,26.0,363.0,266.0,58.0,23.0,35.0,341.0,378.0,0.2857142857142857,0.46153846153846156,0.5254237288135594,0.39655172413793105,-36.0,60.0,97.0,-37.0,-2.5714285714285716,0.5128205128205128,1.6440677966101696,-0.6379310344827587,-2.5714285714285716,0.5128205128205128,1.6440677966101696,-0.6379310344827587,0.4,1.0
Carsonville-Port Sanilac,96223,9,12,3.0,9.0,45.0,95.0,42.0,14.0,28.0,235.0,371.0,20.0,10.0,10.0,151.0,177.0,22.0,4.0,18.0,84.0,194.0,0.25,0.3333333333333333,0.5,0.18181818181818182,-50.0,-136.0,-26.0,-110.0,-4.166666666666667,-3.238095238095238,-1.3,-5.0,-4.166666666666667,-3.238095238095238,-1.3,-5.0,0.3333333333333333,1.0
Caseville,96246,10,11,1.0,10.0,8.0,174.0,82.0,10.0,72.0,188.0,1103.0,37.0,4.0,33.0,75.0,473.0,45.0,6.0,39.0,113.0,630.0,0.09090909090909091,0.12195121951219512,0.10810810810810811,0.13333333333333333,-166.0,-915.0,-398.0,-517.0,-15.090909090909092,-11.158536585365853,-10.756756756756756,-11.488888888888889,-15.090909090909092,-11.158536585365853,-10.756756756756756,-11.488888888888889,0.1,1.0
